Hours since 00:00 Jan 1,Lifetime Hourly Data: System power generated (kW)
1356.5,244.53
1357.5,244.53
1358.5,225.858
1359.5,187.005
1360.5,131.566
1361.5,53.0949
1362.5,-0.0269165
1363.5,-0.0269165
1364.5,-0.0269165
1365.5,-0.0269165
1366.5,-0.0269165
1367.5,-0.0269165
1368.5,-0.0269165
1369.5,-0.0269165
1370.5,-0.0269165
1371.5,-0.0269165
1372.5,-0.0269165
1373.5,-0.0269165
1374.5,-0.0269165
1375.5,3.63064
1376.5,48.3987
1377.5,163.812
1378.5,211.825
1379.5,156.706
1380.5,192.539
1381.5,244.53
1382.5,220.734
1383.5,182.005
1384.5,124.331
1385.5,48.2975
1386.5,-0.0269165
1387.5,-0.0269165
1388.5,-0.0269165
1389.5,-0.0269165
1390.5,-0.0269165
1391.5,-0.0269165
1392.5,-0.0269165
1393.5,-0.0269165
1394.5,-0.0269165
1395.5,-0.0269165
1396.5,-0.0269165
1397.5,-0.0269165
1398.5,-0.0269165
1399.5,17.7602
1400.5,92.3109
1401.5,95.1345
1402.5,158.044
1403.5,231.941
1404.5,244.198
1405.5,239.328
1406.5,217.439
1407.5,178.838
1408.5,124.839
1409.5,50.0776
1410.5,-0.0269165
1411.5,-0.0269165
1412.5,-0.0269165
1413.5,-0.0269165
1414.5,-0.0269165
1415.5,-0.0269165
1416.5,-0.0269165
1417.5,-0.0269165
1418.5,-0.0269165
1419.5,-0.0269165
1420.5,-0.0269165
1421.5,-0.0269165
1422.5,-0.0269165
1423.5,18.6111
1424.5,28.4379
1425.5,50.375
1426.5,120.446
1427.5,191.01
1428.5,210.71
1429.5,233.338
1430.5,213
1431.5,171.27
1432.5,115.928
1433.5,43.7474
1434.5,-0.0269165
1435.5,-0.0269165
1436.5,-0.0269165
1437.5,-0.0269165
1438.5,-0.0269165
1439.5,-0.0269165
1440.5,-0.0269165
1441.5,-0.0269165
1442.5,-0.0269165
1443.5,-0.0269165
1444.5,-0.0269165
1445.5,-0.0269165
1446.5,-0.0269165
1447.5,4.50309
1448.5,93.3544
1449.5,35.094
1450.5,37.5085
1451.5,107.845
1452.5,146.558
1453.5,71.1383
1454.5,63.9556
1455.5,81.0101
1456.5,27.3043
1457.5,17.5338
1458.5,-0.0269165
1459.5,-0.0269165
1460.5,-0.0269165
1461.5,-0.0269165
1462.5,-0.0269165
1463.5,-0.0269165
1464.5,-0.0269165
1465.5,-0.0269165
1466.5,-0.0269165
1467.5,-0.0269165
1468.5,-0.0269165
1469.5,-0.0269165
1470.5,-0.0269165
1471.5,4.73818
1472.5,0.683495
1473.5,28.1835
1474.5,101.868
1475.5,93.2972
1476.5,186.613
1477.5,199.584
1478.5,140.678
1479.5,44.9689
1480.5,38.6686
1481.5,12.632
1482.5,-0.0269165
1483.5,-0.0269165
1484.5,-0.0269165
1485.5,-0.0269165
1486.5,-0.0269165
1487.5,-0.0269165
1488.5,-0.0269165
1489.5,-0.0269165
1490.5,-0.0269165
1491.5,-0.0269165
1492.5,-0.0269165
1493.5,-0.0269165
1494.5,-0.0269165
1495.5,27.6424
1496.5,112.548
1497.5,180.807
1498.5,230.398
1499.5,244.53
1500.5,244.53
1501.5,244.53
1502.5,231.351
1503.5,191.882
1504.5,137.015
1505.5,58.3418
1506.5,-0.0269165
1507.5,-0.0269165
1508.5,-0.0269165
1509.5,-0.0269165
1510.5,-0.0269165
1511.5,-0.0269165
1512.5,-0.0269165
1513.5,-0.0269165
1514.5,-0.0269165
1515.5,-0.0269165
1516.5,-0.0269165
1517.5,-0.0269165
1518.5,-0.0269165
1519.5,27.3244
1520.5,109.292
1521.5,175.547
1522.5,220.739
1523.5,244.53
1524.5,244.53
1525.5,244.53
1526.5,225.597
1527.5,185.894
1528.5,129.737
1529.5,53.4975
1530.5,-0.0269165
1531.5,-0.0269165
1532.5,-0.0269165
1533.5,-0.0269165
1534.5,-0.0269165
1535.5,-0.0269165
1536.5,-0.0269165
1537.5,-0.0269165
1538.5,-0.0269165
1539.5,-0.0269165
1540.5,-0.0269165
1541.5,-0.0269165
1542.5,-0.0269165
1543.5,21.9519
1544.5,16.4199
1545.5,39.022
1546.5,61.9493
1547.5,17.9837
1548.5,20.5273
1549.5,28.3781
1550.5,25.1796
1551.5,9.90425
1552.5,45.9148
1553.5,32.1359
1554.5,-0.0269165
1555.5,-0.0269165
1556.5,-0.0269165
1557.5,-0.0269165
1558.5,-0.0269165
1559.5,-0.0269165
1560.5,-0.0269165
1561.5,-0.0269165
1562.5,-0.0269165
1563.5,-0.0269165
1564.5,-0.0269165
1565.5,-0.0269165
1566.5,-0.0269165
1567.5,28.5621
1568.5,113.851
1569.5,185.591
1570.5,235.326
1571.5,244.53
1572.5,244.53
1573.5,244.53
1574.5,244.53
1575.5,146.271
1576.5,58.8285
1577.5,53.2482
1578.5,-0.0269165
1579.5,-0.0269165
1580.5,-0.0269165
1581.5,-0.0269165
1582.5,-0.0269165
1583.5,-0.0269165
1584.5,-0.0269165
1585.5,-0.0269165
1586.5,-0.0269165
1587.5,-0.0269165
1588.5,-0.0269165
1589.5,-0.0269165
1590.5,-0.0269165
1591.5,29.9917
1592.5,111.736
1593.5,175.166
1594.5,219.27
1595.5,244.53
1596.5,244.53
1597.5,244.53
1598.5,232.927
1599.5,192.925
1600.5,136.505
1601.5,57.5645
1602.5,-0.0269165
1603.5,-0.0269165
1604.5,-0.0269165
1605.5,-0.0269165
1606.5,-0.0269165
1607.5,-0.0269165
1608.5,-0.0269165
1609.5,-0.0269165
1610.5,-0.0269165
1611.5,-0.0269165
1612.5,-0.0269165
1613.5,-0.0269165
1614.5,-0.0269165
1615.5,7.98991
1616.5,22.5455
1617.5,165.716
1618.5,201.289
1619.5,205.686
1620.5,21.6004
1621.5,18.6547
1622.5,20.028
1623.5,22.0702
1624.5,14.8015
1625.5,2.86544
1626.5,-0.0269165
1627.5,-0.0269165
1628.5,-0.0269165
1629.5,-0.0269165
1630.5,-0.0269165
1631.5,-0.0269165
1632.5,-0.0269165
1633.5,-0.0269165
1634.5,-0.0269165
1635.5,-0.0269165
1636.5,-0.0269165
1637.5,-0.0269165
1638.5,-0.0269165
1639.5,4.46627
1640.5,11.5534
1641.5,2.52357
1642.5,20.6667
1643.5,25.6637
1644.5,12.5848
1645.5,44.8385
1646.5,42.2788
1647.5,10.4455
1648.5,7.62396
1649.5,-0.0269165
1650.5,-0.0269165
1651.5,-0.0269165
1652.5,-0.0269165
1653.5,-0.0269165
1654.5,-0.0269165
1655.5,-0.0269165
1656.5,-0.0269165
1657.5,-0.0269165
1658.5,-0.0269165
1659.5,-0.0269165
1660.5,-0.0269165
1661.5,-0.0269165
1662.5,-0.0269165
1663.5,30.7231
1664.5,18.6608
1665.5,81.0831
1666.5,117.395
1667.5,244.53
1668.5,244.53
1669.5,244.53
1670.5,226.19
1671.5,186.066
1672.5,131.015
1673.5,55.5775
1674.5,-0.0269165
1675.5,-0.0269165
1676.5,-0.0269165
1677.5,-0.0269165
1678.5,-0.0269165
1679.5,-0.0269165
1680.5,-0.0269165
1681.5,-0.0269165
1682.5,-0.0269165
1683.5,-0.0269165
1684.5,-0.0269165
1685.5,-0.0269165
1686.5,-0.0269165
1687.5,31.484
1688.5,110.629
1689.5,174.758
1690.5,217.767
1691.5,243.9
1692.5,244.53
1693.5,244.53
1694.5,226.111
1695.5,187.035
1696.5,130.866
1697.5,55.4623
1698.5,-0.0269165
1699.5,-0.0269165
1700.5,-0.0269165
1701.5,-0.0269165
1702.5,-0.0269165
1703.5,-0.0269165
1704.5,-0.0269165
1705.5,-0.0269165
1706.5,-0.0269165
1707.5,-0.0269165
1708.5,-0.0269165
1709.5,-0.0269165
1710.5,-0.0269165
1711.5,6.53272
1712.5,13.9119
1713.5,50.8543
1714.5,106.736
1715.5,109.754
1716.5,182.66
1717.5,94.3005
1718.5,64.0184
1719.5,175.092
1720.5,120.958
1721.5,50.0753
1722.5,-0.0269165
1723.5,-0.0269165
1724.5,-0.0269165
1725.5,-0.0269165
1726.5,-0.0269165
1727.5,-0.0269165
1728.5,-0.0269165
1729.5,-0.0269165
1730.5,-0.0269165
1731.5,-0.0269165
1732.5,-0.0269165
1733.5,-0.0269165
1734.5,-0.0269165
1735.5,31.7763
1736.5,109.062
1737.5,171.657
1738.5,215.226
1739.5,242.266
1740.5,244.53
1741.5,244.53
1742.5,223.112
1743.5,184.036
1744.5,130.713
1745.5,55.851
1746.5,-0.0269165
1747.5,-0.0269165
1748.5,-0.0269165
1749.5,-0.0269165
1750.5,-0.0269165
1751.5,-0.0269165
1752.5,-0.0269165
1753.5,-0.0269165
1754.5,-0.0269165
1755.5,-0.0269165
1756.5,-0.0269165
1757.5,-0.0269165
1758.5,-0.0269165
1759.5,35.2115
1760.5,115.372
1761.5,177.301
1762.5,221.695
1763.5,244.53
1764.5,244.53
1765.5,244.53
1766.5,224.959
1767.5,185.466
1768.5,131.102
1769.5,56.0692
1770.5,-0.0269165
1771.5,-0.0269165
1772.5,-0.0269165
1773.5,-0.0269165
1774.5,-0.0269165
1775.5,-0.0269165
1776.5,-0.0269165
1777.5,-0.0269165
1778.5,-0.0269165
1779.5,-0.0269165
1780.5,-0.0269165
1781.5,-0.0269165
1782.5,-0.0269165
1783.5,24.728
1784.5,100.399
1785.5,136.619
1786.5,159.861
1787.5,73.6524
1788.5,123.775
1789.5,38.4149
1790.5,62.6268
1791.5,39.324
1792.5,16.4211
1793.5,2.92373
1794.5,-0.0269165
1795.5,-0.0269165
1796.5,-0.0269165
1797.5,-0.0269165
1798.5,-0.0269165
1799.5,-0.0269165
1800.5,-0.0269165
1801.5,-0.0269165
1802.5,-0.0269165
1803.5,-0.0269165
1804.5,-0.0269165
1805.5,-0.0269165
1806.5,-0.0269165
1807.5,19.0038
1808.5,36.8433
1809.5,71.3001
1810.5,93.2847
1811.5,45.164
1812.5,93.5623
1813.5,54.0288
1814.5,55.4469
1815.5,86.063
1816.5,36.3439
1817.5,41.3439
1818.5,-0.0269165
1819.5,-0.0269165
1820.5,-0.0269165
1821.5,-0.0269165
1822.5,-0.0269165
1823.5,-0.0269165
1824.5,-0.0269165
1825.5,-0.0269165
1826.5,-0.0269165
1827.5,-0.0269165
1828.5,-0.0269165
1829.5,-0.0269165
1830.5,-0.0269165
1831.5,8.25597
1832.5,24.8535
1833.5,0.296454
1834.5,77.3842
1835.5,72.6693
1836.5,60.3151
1837.5,25.142
1838.5,29.3715
1839.5,112.475
1840.5,59.7863
1841.5,24.499
1842.5,-0.0269165
1843.5,-0.0269165
1844.5,-0.0269165
1845.5,-0.0269165
1846.5,-0.0269165
1847.5,-0.0269165
1848.5,-0.0269165
1849.5,-0.0269165
1850.5,-0.0269165
1851.5,-0.0269165
1852.5,-0.0269165
1853.5,-0.0269165
1854.5,-0.0269165
1855.5,39.5375
1856.5,121.498
1857.5,187.404
1858.5,234.452
1859.5,244.53
1860.5,244.53
1861.5,244.53
1862.5,242.137
1863.5,198.168
1864.5,139.769
1865.5,60.4385
1866.5,-0.0269165
1867.5,-0.0269165
1868.5,-0.0269165
1869.5,-0.0269165
1870.5,-0.0269165
1871.5,-0.0269165
1872.5,-0.0269165
1873.5,-0.0269165
1874.5,-0.0269165
1875.5,-0.0269165
1876.5,-0.0269165
1877.5,-0.0269165
1878.5,-0.0269165
1879.5,41.0795
1880.5,121.11
1881.5,182.547
1882.5,225.073
1883.5,244.53
1884.5,244.53
1885.5,244.53
1886.5,233.468
1887.5,192.956
1888.5,136.423
1889.5,59.354
1890.5,-0.0269165
1891.5,-0.0269165
1892.5,-0.0269165
1893.5,-0.0269165
1894.5,-0.0269165
1895.5,-0.0269165
1896.5,-0.0269165
1897.5,-0.0269165
1898.5,-0.0269165
1899.5,-0.0269165
1900.5,-0.0269165
1901.5,-0.0269165
1902.5,-0.0269165
1903.5,40.2835
1904.5,80.2659
1905.5,132.103
1906.5,180.016
1907.5,214.626
1908.5,217.332
1909.5,142.733
1910.5,221.464
1911.5,182.393
1912.5,127.635
1913.5,54.9359
1914.5,-0.0269165
1915.5,-0.0269165
1916.5,-0.0269165
1917.5,-0.0269165
1918.5,-0.0269165
1919.5,-0.0269165
1920.5,-0.0269165
1921.5,-0.0269165
1922.5,-0.0269165
1923.5,-0.0269165
1924.5,-0.0269165
1925.5,-0.0269165
1926.5,-0.0269165
1927.5,18.2487
1928.5,111.859
1929.5,168.151
1930.5,210.6
1931.5,237.038
1932.5,244.53
1933.5,242.232
1934.5,220.724
1935.5,182.178
1936.5,127.032
1937.5,54.535
1938.5,-0.0269165
1939.5,-0.0269165
1940.5,-0.0269165
1941.5,-0.0269165
1942.5,-0.0269165
1943.5,-0.0269165
1944.5,-0.0269165
1945.5,-0.0269165
1946.5,-0.0269165
1947.5,-0.0269165
1948.5,-0.0269165
1949.5,-0.0269165
1950.5,-0.0269165
1951.5,25.7902
1952.5,105.103
1953.5,135.385
1954.5,213.897
1955.5,190.873
1956.5,183.506
1957.5,207.205
1958.5,151.948
1959.5,107.002
1960.5,19.7025
1961.5,3.90192
1962.5,-0.0269165
1963.5,-0.0269165
1964.5,-0.0269165
1965.5,-0.0269165
1966.5,-0.0269165
1967.5,-0.0269165
1968.5,-0.0269165
1969.5,-0.0269165
1970.5,-0.0269165
1971.5,-0.0269165
1972.5,-0.0269165
1973.5,-0.0269165
1974.5,-0.0269165
1975.5,28.9723
1976.5,119.281
1977.5,178.591
1978.5,216.33
1979.5,237.066
1980.5,244.53
1981.5,240.963
1982.5,221.497
1983.5,185.183
1984.5,130.365
1985.5,56.3478
1986.5,-0.0269165
1987.5,-0.0269165
1988.5,-0.0269165
1989.5,-0.0269165
1990.5,-0.0269165
1991.5,-0.0269165
1992.5,-0.0269165
1993.5,-0.0269165
1994.5,-0.0269165
1995.5,-0.0269165
1996.5,-0.0269165
1997.5,-0.0269165
1998.5,-0.0269165
1999.5,41.4429
2000.5,116.177
2001.5,177.002
2002.5,178.28
2003.5,244.53
2004.5,195.483
2005.5,131.905
2006.5,113.498
2007.5,181.68
2008.5,125.764
2009.5,52.8848
2010.5,-0.0269165
2011.5,-0.0269165
2012.5,-0.0269165
2013.5,-0.0269165
2014.5,-0.0269165
2015.5,-0.0269165
2016.5,-0.0269165
2017.5,-0.0269165
2018.5,-0.0269165
2019.5,-0.0269165
2020.5,-0.0269165
2021.5,-0.0269165
2022.5,-0.0269165
2023.5,38.572
2024.5,18.7777
2025.5,82.8854
2026.5,99.0643
2027.5,120.95
2028.5,169.664
2029.5,239.278
2030.5,193.703
2031.5,175.915
2032.5,122.001
2033.5,51.4739
2034.5,0.208194
2035.5,-0.0269165
2036.5,-0.0269165
2037.5,-0.0269165
2038.5,-0.0269165
2039.5,-0.0269165
2040.5,-0.0269165
2041.5,-0.0269165
2042.5,-0.0269165
2043.5,-0.0269165
2044.5,-0.0269165
2045.5,-0.0269165
2046.5,-0.0269165
2047.5,27.0714
2048.5,43.543
2049.5,41.7933
2050.5,94.5245
2051.5,123.309
2052.5,193.174
2053.5,204.207
2054.5,206.996
2055.5,138.652
2056.5,102.097
2057.5,42.9886
2058.5,0.191769
2059.5,-0.0269165
2060.5,-0.0269165
2061.5,-0.0269165
2062.5,-0.0269165
2063.5,-0.0269165
2064.5,-0.0269165
2065.5,-0.0269165
2066.5,-0.0269165
2067.5,-0.0269165
2068.5,-0.0269165
2069.5,-0.0269165
2070.5,-0.0269165
2071.5,29.2167
2072.5,51.0382
2073.5,71.6968
2074.5,86.7875
2075.5,89.4687
2076.5,100.918
2077.5,90.9982
2078.5,24.6759
2079.5,9.71459
2080.5,4.61575
2081.5,14.8629
2082.5,-0.0269165
2083.5,-0.0269165
2084.5,-0.0269165
2085.5,-0.0269165
2086.5,-0.0269165
2087.5,-0.0269165
2088.5,-0.0269165
2089.5,-0.0269165
2090.5,-0.0269165
2091.5,-0.0269165
2092.5,-0.0269165
2093.5,-0.0269165
2094.5,-0.0269165
2095.5,15.4784
2096.5,39.3192
2097.5,11.5393
2098.5,65.7489
2099.5,36.8637
2100.5,114.516
2101.5,110.187
2102.5,146.971
2103.5,76.2425
2104.5,29.3335
2105.5,21.3544
2106.5,-0.0269165
2107.5,-0.0269165
2108.5,-0.0269165
2109.5,-0.0269165
2110.5,-0.0269165
2111.5,-0.0269165
2112.5,-0.0269165
2113.5,-0.0269165
2114.5,-0.0269165
2115.5,-0.0269165
2116.5,-0.0269165
2117.5,-0.0269165
2118.5,-0.0269165
2119.5,11.269
2120.5,28.7568
2121.5,46.4382
2122.5,56.4916
2123.5,41.8175
2124.5,51.461
2125.5,79.2769
2126.5,125.017
2127.5,82.0834
2128.5,61.7154
2129.5,33.6871
2130.5,0.47036
2131.5,-0.0269165
2132.5,-0.0269165
2133.5,-0.0269165
2134.5,-0.0269165
2135.5,-0.0269165
2136.5,-0.0269165
2137.5,-0.0269165
2138.5,-0.0269165
2139.5,-0.0269165
2140.5,-0.0269165
2141.5,-0.0269165
2142.5,-0.0269165
2143.5,11.0093
2144.5,110.363
2145.5,128.764
2146.5,84.0539
2147.5,138.902
2148.5,35.3116
2149.5,28.9434
2150.5,43.3846
2151.5,135.08
2152.5,28.5788
2153.5,42.9581
2154.5,0.575323
2155.5,-0.0269165
2156.5,-0.0269165
2157.5,-0.0269165
2158.5,-0.0269165
2159.5,-0.0269165
2160.5,-0.0269165
2161.5,-0.0269165
2162.5,-0.0269165
2163.5,-0.0269165
2164.5,-0.0269165
2165.5,-0.0269165
2166.5,-0.0269165
2167.5,42.5862
2168.5,39.5694
2169.5,75.4121
2170.5,32.2825
2171.5,34.9535
2172.5,75.3656
2173.5,97.3961
2174.5,177.65
2175.5,54.3457
2176.5,61.297
2177.5,32.8786
2178.5,0.634789
2179.5,-0.0269165
2180.5,-0.0269165
2181.5,-0.0269165
2182.5,-0.0269165
2183.5,-0.0269165
2184.5,-0.0269165
2185.5,-0.0269165
2186.5,-0.0269165
2187.5,-0.0269165
2188.5,-0.0269165
2189.5,-0.0269165
2190.5,-0.0269165
2191.5,4.44781
2192.5,0.358762
2193.5,2.36428
2194.5,10.2257
2195.5,192.409
2196.5,243.939
2197.5,238.353
2198.5,217.015
2199.5,179.363
2200.5,126.673
2201.5,56.0424
2202.5,0.588797
2203.5,-0.0269165
2204.5,-0.0269165
2205.5,-0.0269165
2206.5,-0.0269165
2207.5,-0.0269165
2208.5,-0.0269165
2209.5,-0.0269165
2210.5,-0.0269165
2211.5,-0.0269165
2212.5,-0.0269165
2213.5,-0.0269165
2214.5,-0.0269165
2215.5,50.4344
2216.5,126.525
2217.5,183.551
2218.5,224.365
2219.5,244.53
2220.5,244.53
2221.5,244.53
2222.5,221.136
2223.5,180.785
2224.5,127.239
2225.5,56.3213
2226.5,0.606939
2227.5,-0.0269165
2228.5,-0.0269165
2229.5,-0.0269165
2230.5,-0.0269165
2231.5,-0.0269165
2232.5,-0.0269165
2233.5,-0.0269165
2234.5,-0.0269165
2235.5,-0.0269165
2236.5,-0.0269165
2237.5,-0.0269165
2238.5,-0.0269165
2239.5,48.7464
2240.5,114.175
2241.5,177.968
2242.5,184.239
2243.5,240.705
2244.5,244.53
2245.5,239.747
2246.5,215.907
2247.5,176.223
2248.5,123.1
2249.5,54.2941
2250.5,0.834233
2251.5,-0.0269165
2252.5,-0.0269165
2253.5,-0.0269165
2254.5,-0.0269165
2255.5,-0.0269165
2256.5,-0.0269165
2257.5,-0.0269165
2258.5,-0.0269165
2259.5,-0.0269165
2260.5,-0.0269165
2261.5,-0.0269165
2262.5,-0.0269165
2263.5,53.3488
2264.5,131.624
2265.5,191.229
2266.5,233.989
2267.5,244.53
2268.5,244.53
2269.5,244.53
2270.5,233.275
2271.5,191.91
2272.5,136.223
2273.5,60.5055
2274.5,1.08115
2275.5,-0.0269165
2276.5,-0.0269165
2277.5,-0.0269165
2278.5,-0.0269165
2279.5,-0.0269165
2280.5,-0.0269165
2281.5,-0.0269165
2282.5,-0.0269165
2283.5,-0.0269165
2284.5,-0.0269165
2285.5,-0.0269165
2286.5,-0.0269165
2287.5,54.2885
2288.5,128.264
2289.5,182.329
2290.5,218.111
2291.5,238.693
2292.5,244.53
2293.5,239.377
2294.5,219.19
2295.5,140.964
2296.5,129.934
2297.5,45.0894
2298.5,1.04059
2299.5,-0.0269165
2300.5,-0.0269165
2301.5,-0.0269165
2302.5,-0.0269165
2303.5,-0.0269165
2304.5,-0.0269165
2305.5,-0.0269165
2306.5,-0.0269165
2307.5,-0.0269165
2308.5,-0.0269165
2309.5,-0.0269165
2310.5,-0.0269165
2311.5,52.7424
2312.5,126.263
2313.5,181.299
2314.5,221.214
2315.5,244.53
2316.5,244.53
2317.5,244.074
2318.5,219.637
2319.5,180.938
2320.5,126.991
2321.5,56.2906
2322.5,1.65732
2323.5,-0.0269165
2324.5,-0.0269165
2325.5,-0.0269165
2326.5,-0.0269165
2327.5,-0.0269165
2328.5,-0.0269165
2329.5,-0.0269165
2330.5,-0.0269165
2331.5,-0.0269165
2332.5,-0.0269165
2333.5,-0.0269165
2334.5,-0.0269165
2335.5,42.9752
2336.5,121.723
2337.5,138.591
2338.5,217.087
2339.5,181.594
2340.5,138.705
2341.5,201.033
2342.5,93.6483
2343.5,100.134
2344.5,123.989
2345.5,54.654
2346.5,2.09322
2347.5,-0.0269165
2348.5,-0.0269165
2349.5,-0.0269165
2350.5,-0.0269165
2351.5,-0.0269165
2352.5,-0.0269165
2353.5,-0.0269165
2354.5,-0.0269165
2355.5,-0.0269165
2356.5,-0.0269165
2357.5,-0.0269165
2358.5,0.400468
2359.5,18.7092
2360.5,36.8963
2361.5,72.5752
2362.5,125.574
2363.5,83.9697
2364.5,69.7467
2365.5,133.993
2366.5,133
2367.5,80.3281
2368.5,53.4169
2369.5,52.9838
2370.5,2.55199
2371.5,-0.0269165
2372.5,-0.0269165
2373.5,-0.0269165
2374.5,-0.0269165
2375.5,-0.0269165
2376.5,-0.0269165
2377.5,-0.0269165
2378.5,-0.0269165
2379.5,-0.0269165
2380.5,-0.0269165
2381.5,-0.0269165
2382.5,0.586524
2383.5,48.3929
2384.5,34.1672
2385.5,38.5035
2386.5,44.8157
2387.5,44.4106
2388.5,35.4244
2389.5,157.575
2390.5,126.888
2391.5,77.8042
2392.5,86.7377
2393.5,16.1863
2394.5,2.07512
2395.5,-0.0269165
2396.5,-0.0269165
2397.5,-0.0269165
2398.5,-0.0269165
2399.5,-0.0269165
2400.5,-0.0269165
2401.5,-0.0269165
2402.5,-0.0269165
2403.5,-0.0269165
2404.5,-0.0269165
2405.5,-0.0269165
2406.5,-0.0269165
2407.5,15.056
2408.5,8.70826
2409.5,25.8139
2410.5,3.71345
2411.5,5.76407
2412.5,10.417
2413.5,12.5291
2414.5,13.0822
2415.5,25.6635
2416.5,46.4433
2417.5,19.4978
2418.5,1.43457
2419.5,-0.0269165
2420.5,-0.0269165
2421.5,-0.0269165
2422.5,-0.0269165
2423.5,-0.0269165
2424.5,-0.0269165
2425.5,-0.0269165
2426.5,-0.0269165
2427.5,-0.0269165
2428.5,-0.0269165
2429.5,-0.0269165
2430.5,1.31633
2431.5,22.5113
2432.5,58.1099
2433.5,107.732
2434.5,148.495
2435.5,178.62
2436.5,195.158
2437.5,236.332
2438.5,166.314
2439.5,174.585
2440.5,92.1318
2441.5,43.8423
2442.5,2.55845
2443.5,-0.0269165
2444.5,-0.0269165
2445.5,-0.0269165
2446.5,-0.0269165
2447.5,-0.0269165
2448.5,-0.0269165
2449.5,-0.0269165
2450.5,-0.0269165
2451.5,-0.0269165
2452.5,-0.0269165
2453.5,-0.0269165
2454.5,1.77042
2455.5,53.598
2456.5,44.7003
2457.5,64.6261
2458.5,176.39
2459.5,188.676
2460.5,196.228
2461.5,203.526
2462.5,168.149
2463.5,76.1311
2464.5,100.977
2465.5,43.1104
2466.5,2.82741
2467.5,-0.0269165
2468.5,-0.0269165
2469.5,-0.0269165
2470.5,-0.0269165
2471.5,-0.0269165
2472.5,-0.0269165
2473.5,-0.0269165
2474.5,-0.0269165
2475.5,-0.0269165
2476.5,-0.0269165
2477.5,-0.0269165
2478.5,2.49618
2479.5,54.1952
2480.5,29.7377
2481.5,138.733
2482.5,131.239
2483.5,156.836
2484.5,241.581
2485.5,232.556
2486.5,210.303
2487.5,172.761
2488.5,120.545
2489.5,53.8645
2490.5,3.47031
2491.5,-0.0269165
2492.5,-0.0269165
2493.5,-0.0269165
2494.5,-0.0269165
2495.5,-0.0269165
2496.5,-0.0269165
2497.5,-0.0269165
2498.5,-0.0269165
2499.5,-0.0269165
2500.5,-0.0269165
2501.5,-0.0269165
2502.5,3.23939
2503.5,24.592
2504.5,63.198
2505.5,102.175
2506.5,151.256
2507.5,189.239
2508.5,215.484
2509.5,213.147
2510.5,180.481
2511.5,129.471
2512.5,80.4113
2513.5,46.7022
2514.5,3.13333
2515.5,-0.0269165
2516.5,-0.0269165
2517.5,-0.0269165
2518.5,-0.0269165
2519.5,-0.0269165
2520.5,-0.0269165
2521.5,-0.0269165
2522.5,-0.0269165
2523.5,-0.0269165
2524.5,-0.0269165
2525.5,-0.0269165
2526.5,2.96123
2527.5,22.5639
2528.5,61.9276
2529.5,104.107
2530.5,125.081
2531.5,102.435
2532.5,143.824
2533.5,177.785
2534.5,165.906
2535.5,135.985
2536.5,74.0762
2537.5,44.2094
2538.5,3.39008
2539.5,-0.0269165
2540.5,-0.0269165
2541.5,-0.0269165
2542.5,-0.0269165
2543.5,-0.0269165
2544.5,-0.0269165
2545.5,-0.0269165
2546.5,-0.0269165
2547.5,-0.0269165
2548.5,-0.0269165
2549.5,-0.0269165
2550.5,3.3809
2551.5,24.5556
2552.5,61.6809
2553.5,109.979
2554.5,97.1643
2555.5,60.38
2556.5,169.95
2557.5,58.6561
2558.5,23.1503
2559.5,10.3792
2560.5,24.074
2561.5,23.9226
2562.5,3.45267
2563.5,-0.0269165
2564.5,-0.0269165
2565.5,-0.0269165
2566.5,-0.0269165
2567.5,-0.0269165
2568.5,-0.0269165
2569.5,-0.0269165
2570.5,-0.0269165
2571.5,-0.0269165
2572.5,-0.0269165
2573.5,-0.0269165
2574.5,3.89369
2575.5,40.4403
2576.5,61.6457
2577.5,58.7372
2578.5,129.05
2579.5,156.871
2580.5,177.64
2581.5,231.001
2582.5,208.348
2583.5,152.489
2584.5,119.814
2585.5,53.9504
2586.5,4.10249
2587.5,-0.0269165
2588.5,-0.0269165
2589.5,-0.0269165
2590.5,-0.0269165
2591.5,-0.0269165
2592.5,-0.0269165
2593.5,-0.0269165
2594.5,-0.0269165
2595.5,-0.0269165
2596.5,-0.0269165
2597.5,-0.0269165
2598.5,4.3864
2599.5,55.7901
2600.5,47.6621
2601.5,94.7896
2602.5,153.597
2603.5,130.493
2604.5,238.43
2605.5,147.015
2606.5,144.059
2607.5,35.1586
2608.5,71.8773
2609.5,53.7622
2610.5,3.77435
2611.5,-0.0269165
2612.5,-0.0269165
2613.5,-0.0269165
2614.5,-0.0269165
2615.5,-0.0269165
2616.5,-0.0269165
2617.5,-0.0269165
2618.5,-0.0269165
2619.5,-0.0269165
2620.5,-0.0269165
2621.5,-0.0269165
2622.5,4.5391
2623.5,57.2251
2624.5,124.791
2625.5,175.712
2626.5,51.0433
2627.5,137.535
2628.5,157.704
2629.5,185.191
2630.5,142.119
2631.5,122.618
2632.5,119.642
2633.5,53.7753
2634.5,4.14876
2635.5,-0.0269165
2636.5,-0.0269165
2637.5,-0.0269165
2638.5,-0.0269165
2639.5,-0.0269165
2640.5,-0.0269165
2641.5,-0.0269165
2642.5,-0.0269165
2643.5,-0.0269165
2644.5,-0.0269165
2645.5,-0.0269165
2646.5,4.83963
2647.5,9.25821
2648.5,34.8883
2649.5,90.5922
2650.5,161.751
2651.5,188.598
2652.5,99.6471
2653.5,181.581
