,Day,Time,LMP,peak_hour,bypass_pretreatment_flow,power_from_grid,intake.op_mode,intake.startup,intake.shutdown,intake.energy_intensity,intake.power_consumption,intake.recovery,intake.feed_flowrate,intake.product_flowrate,intake.reject_flowrate,intake.feed_cost,intake.chemical_cost,pretreatment.op_mode,pretreatment.startup,pretreatment.shutdown,pretreatment.power_consumption,pretreatment.feed_flowrate,pretreatment.product_flowrate,pretreatment.reject_flowrate,pretreatment.inlet_flowrate,pretreatment.leftover_flow,pretreatment.uf_pumps[1].op_mode,pretreatment.uf_pumps[1].startup,pretreatment.uf_pumps[1].shutdown,pretreatment.uf_pumps[1].energy_intensity,pretreatment.uf_pumps[1].power_consumption,pretreatment.uf_pumps[1].recovery,pretreatment.uf_pumps[1].feed_flowrate,pretreatment.uf_pumps[1].product_flowrate,pretreatment.uf_pumps[1].reject_flowrate,pretreatment.uf_pumps[2].op_mode,pretreatment.uf_pumps[2].startup,pretreatment.uf_pumps[2].shutdown,pretreatment.uf_pumps[2].energy_intensity,pretreatment.uf_pumps[2].power_consumption,pretreatment.uf_pumps[2].recovery,pretreatment.uf_pumps[2].feed_flowrate,pretreatment.uf_pumps[2].product_flowrate,pretreatment.uf_pumps[2].reject_flowrate,pretreatment.uf_pumps[3].op_mode,pretreatment.uf_pumps[3].startup,pretreatment.uf_pumps[3].shutdown,pretreatment.uf_pumps[3].energy_intensity,pretreatment.uf_pumps[3].power_consumption,pretreatment.uf_pumps[3].recovery,pretreatment.uf_pumps[3].feed_flowrate,pretreatment.uf_pumps[3].product_flowrate,pretreatment.uf_pumps[3].reject_flowrate,reverse_osmosis.op_mode,reverse_osmosis.startup,reverse_osmosis.shutdown,reverse_osmosis.power_consumption,reverse_osmosis.feed_flowrate,reverse_osmosis.product_flowrate,reverse_osmosis.reject_flowrate,reverse_osmosis.inlet_flowrate,reverse_osmosis.leftover_flow,reverse_osmosis.ro_skid[1].op_mode,reverse_osmosis.ro_skid[1].startup,reverse_osmosis.ro_skid[1].shutdown,reverse_osmosis.ro_skid[1].energy_intensity,reverse_osmosis.ro_skid[1].power_consumption,reverse_osmosis.ro_skid[1].recovery,reverse_osmosis.ro_skid[1].feed_flowrate,reverse_osmosis.ro_skid[1].product_flowrate,reverse_osmosis.ro_skid[1].reject_flowrate,reverse_osmosis.ro_skid[2].op_mode,reverse_osmosis.ro_skid[2].startup,reverse_osmosis.ro_skid[2].shutdown,reverse_osmosis.ro_skid[2].energy_intensity,reverse_osmosis.ro_skid[2].power_consumption,reverse_osmosis.ro_skid[2].recovery,reverse_osmosis.ro_skid[2].feed_flowrate,reverse_osmosis.ro_skid[2].product_flowrate,reverse_osmosis.ro_skid[2].reject_flowrate,reverse_osmosis.ro_skid[3].op_mode,reverse_osmosis.ro_skid[3].startup,reverse_osmosis.ro_skid[3].shutdown,reverse_osmosis.ro_skid[3].energy_intensity,reverse_osmosis.ro_skid[3].power_consumption,reverse_osmosis.ro_skid[3].recovery,reverse_osmosis.ro_skid[3].feed_flowrate,reverse_osmosis.ro_skid[3].product_flowrate,reverse_osmosis.ro_skid[3].reject_flowrate,reverse_osmosis.ro_skid[4].op_mode,reverse_osmosis.ro_skid[4].startup,reverse_osmosis.ro_skid[4].shutdown,reverse_osmosis.ro_skid[4].energy_intensity,reverse_osmosis.ro_skid[4].power_consumption,reverse_osmosis.ro_skid[4].recovery,reverse_osmosis.ro_skid[4].feed_flowrate,reverse_osmosis.ro_skid[4].product_flowrate,reverse_osmosis.ro_skid[4].reject_flowrate,posttreatment.op_mode,posttreatment.startup,posttreatment.shutdown,posttreatment.energy_intensity,posttreatment.power_consumption,posttreatment.feed_flowrate,posttreatment.product_flowrate,posttreatment.reject_flowrate,posttreatment.chemical_cost,brine_discharge.op_mode,brine_discharge.startup,brine_discharge.shutdown,brine_discharge.feed_flowrate,brine_discharge.power_consumption,brine_discharge.brine_cost,num_skids_online,net_power_consumption,water_revenue,demand_response_revenue,emissions_cost,energy_cost
0,1,1,0.1121,0,0,1457.76619,,,,0,0,1,2482.249269,2482.249269,0,397.1598831,82.41067574,0,,,396.2608377,2482.249269,2382.959298,99.28997077,2482.249269,0,1,0,0,0.169506534,152.1303132,0.96,934.8847643,897.4893737,37.39539057,1,0,0,0.169091002,151.1657118,0.96,931.2398703,893.9902755,37.24959481,1,0,0,0.157173307,92.96481275,0.96,616.1246346,591.4796492,24.64498538,,,,839.0064629,2382.959298,2202.959298,180,2382.959298,0,1,0,0,0.382970809,212.5487992,0.925,600,555,45,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.378704267,206.9541752,0.923919614,591.4796492,546.4796492,45,1,0,0,0.378704267,206.9541752,0.923919614,591.4796492,546.4796492,45,1,,,0.101,222.4988891,2202.959298,2202.959298,0,68.29173825,0,,,279.2899708,0,120.0946874,4,1457.76619,0,0,0,163.4155899
1,1,2,0.1119,0,0,1457.766704,,,,0,0,1,2482.249269,2482.249269,0,397.1598831,82.41067574,0,,,396.2608377,2482.249269,2382.959298,99.28997077,2482.249269,0,1,0,0,0.169506534,152.1303132,0.96,934.8847643,897.4893737,37.39539057,1,0,0,0.169091002,151.1657118,0.96,931.2398703,893.9902755,37.24959481,1,0,0,0.157173307,92.96481275,0.96,616.1246346,591.4796492,24.64498538,,,,839.0069771,2382.959298,2202.959298,180,2382.959298,0,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.378704267,206.9541752,0.923919614,591.4796492,546.4796492,45,1,0,0,0.378704267,206.9541752,0.923919614,591.4796492,546.4796492,45,1,,,0.101,222.4988891,2202.959298,2202.959298,0,68.29173825,0,,,279.2899708,0,120.0946874,4,1457.766704,0,0,0,163.1240942
2,1,3,0.11243,0,0,1457.766704,,,,0,0,1,2482.249269,2482.249269,0,397.1598831,82.41067574,0,,,396.2608377,2482.249269,2382.959298,99.28997077,2482.249269,0,1,0,0,0.169506534,152.1303132,0.96,934.8847643,897.4893737,37.39539057,1,0,0,0.169091002,151.1657118,0.96,931.2398703,893.9902755,37.24959481,1,0,0,0.157173307,92.96481275,0.96,616.1246346,591.4796492,24.64498538,,,,839.0069771,2382.959298,2202.959298,180,2382.959298,0,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.378704267,206.9541752,0.923919614,591.4796492,546.4796492,45,1,0,0,0.378704267,206.9541752,0.923919614,591.4796492,546.4796492,45,1,,,0.101,222.4988891,2202.959298,2202.959298,0,68.29173825,0,,,279.2899708,0,120.0946874,4,1457.766704,0,0,0,163.8967105
3,1,4,0.11364,0,0,1457.766704,,,,0,0,1,2482.249269,2482.249269,0,397.1598831,82.41067574,0,,,396.2608377,2482.249269,2382.959298,99.28997077,2482.249269,0,1,0,0,0.169506534,152.1303132,0.96,934.8847643,897.4893737,37.39539057,1,0,0,0.169091002,151.1657118,0.96,931.2398703,893.9902755,37.24959481,1,0,0,0.157173307,92.96481275,0.96,616.1246346,591.4796492,24.64498538,,,,839.0069771,2382.959298,2202.959298,180,2382.959298,0,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.378704267,206.9541752,0.923919614,591.4796492,546.4796492,45,1,0,0,0.378704267,206.9541752,0.923919614,591.4796492,546.4796492,45,1,,,0.101,222.4988891,2202.959298,2202.959298,0,68.29173825,0,,,279.2899708,0,120.0946874,4,1457.766704,0,0,0,165.6606082
4,1,5,0.11658,0,0,1457.766704,,,,0,0,1,2482.249269,2482.249269,0,397.1598831,82.41067574,0,,,396.2608377,2482.249269,2382.959298,99.28997077,2482.249269,0,1,0,0,0.169506534,152.1303132,0.96,934.8847643,897.4893737,37.39539057,1,0,0,0.169091002,151.1657118,0.96,931.2398703,893.9902755,37.24959481,1,0,0,0.157173307,92.96481275,0.96,616.1246346,591.4796492,24.64498538,,,,839.0069771,2382.959298,2202.959298,180,2382.959298,0,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.378704267,206.9541752,0.923919614,591.4796492,546.4796492,45,1,0,0,0.378704267,206.9541752,0.923919614,591.4796492,546.4796492,45,1,,,0.101,222.4988891,2202.959298,2202.959298,0,68.29173825,0,,,279.2899708,0,120.0946874,4,1457.766704,0,0,0,169.9464423
5,1,6,0.12222,0,0,1457.766704,,,,0,0,1,2482.249269,2482.249269,0,397.1598831,82.41067574,0,,,396.2608377,2482.249269,2382.959298,99.28997077,2482.249269,0,1,0,0,0.169506534,152.1303132,0.96,934.8847643,897.4893737,37.39539057,1,0,0,0.169091002,151.1657118,0.96,931.2398703,893.9902755,37.24959481,1,0,0,0.157173307,92.96481275,0.96,616.1246346,591.4796492,24.64498538,,,,839.0069771,2382.959298,2202.959298,180,2382.959298,0,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.378704267,206.9541752,0.923919614,591.4796492,546.4796492,45,1,0,0,0.378704267,206.9541752,0.923919614,591.4796492,546.4796492,45,1,,,0.101,222.4988891,2202.959298,2202.959298,0,68.29173825,0,,,279.2899708,0,120.0946874,4,1457.766704,0,0,0,178.1682466
6,1,7,0.11102,0,0,1457.766704,,,,0,0,1,2482.249269,2482.249269,0,397.1598831,82.41067574,0,,,396.2608377,2482.249269,2382.959298,99.28997077,2482.249269,0,1,0,0,0.169506534,152.1303132,0.96,934.8847643,897.4893737,37.39539057,1,0,0,0.169091002,151.1657118,0.96,931.2398703,893.9902755,37.24959481,1,0,0,0.157173307,92.96481275,0.96,616.1246346,591.4796492,24.64498538,,,,839.0069771,2382.959298,2202.959298,180,2382.959298,0,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.378704267,206.9541752,0.923919614,591.4796492,546.4796492,45,1,0,0,0.378704267,206.9541752,0.923919614,591.4796492,546.4796492,45,1,,,0.101,222.4988891,2202.959298,2202.959298,0,68.29173825,0,,,279.2899708,0,120.0946874,4,1457.766704,0,0,0,161.8412595
7,1,8,0.10411,0,0,1457.766704,,,,0,0,1,2482.249269,2482.249269,0,397.1598831,82.41067574,0,,,396.2608377,2482.249269,2382.959298,99.28997077,2482.249269,0,1,0,0,0.169506534,152.1303132,0.96,934.8847643,897.4893737,37.39539057,1,0,0,0.169091002,151.1657118,0.96,931.2398703,893.9902755,37.24959481,1,0,0,0.157173307,92.96481275,0.96,616.1246346,591.4796492,24.64498538,,,,839.0069771,2382.959298,2202.959298,180,2382.959298,0,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.378704267,206.9541752,0.923919614,591.4796492,546.4796492,45,1,0,0,0.378704267,206.9541752,0.923919614,591.4796492,546.4796492,45,1,,,0.101,222.4988891,2202.959298,2202.959298,0,68.29173825,0,,,279.2899708,0,120.0946874,4,1457.766704,0,0,0,151.7680915
8,1,9,0.0968,0,0,1457.766704,,,,0,0,1,2482.249269,2482.249269,0,397.1598831,82.41067574,0,,,396.2608377,2482.249269,2382.959298,99.28997077,2482.249269,0,1,0,0,0.169506534,152.1303132,0.96,934.8847643,897.4893737,37.39539057,1,0,0,0.169091002,151.1657118,0.96,931.2398703,893.9902755,37.24959481,1,0,0,0.157173307,92.96481275,0.96,616.1246346,591.4796492,24.64498538,,,,839.0069771,2382.959298,2202.959298,180,2382.959298,0,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.378704267,206.9541752,0.923919614,591.4796492,546.4796492,45,1,0,0,0.378704267,206.9541752,0.923919614,591.4796492,546.4796492,45,1,,,0.101,222.4988891,2202.959298,2202.959298,0,68.29173825,0,,,279.2899708,0,120.0946874,4,1457.766704,0,0,0,141.1118169
9,1,10,0.08604,0,0,1457.766704,,,,0,0,1,2482.249269,2482.249269,0,397.1598831,82.41067574,0,,,396.2608377,2482.249269,2382.959298,99.28997077,2482.249269,0,1,0,0,0.169506534,152.1303132,0.96,934.8847643,897.4893737,37.39539057,1,0,0,0.169091002,151.1657118,0.96,931.2398703,893.9902755,37.24959481,1,0,0,0.157173307,92.96481275,0.96,616.1246346,591.4796492,24.64498538,,,,839.0069771,2382.959298,2202.959298,180,2382.959298,0,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.378704267,206.9541752,0.923919614,591.4796492,546.4796492,45,1,0,0,0.378704267,206.9541752,0.923919614,591.4796492,546.4796492,45,1,,,0.101,222.4988891,2202.959298,2202.959298,0,68.29173825,0,,,279.2899708,0,120.0946874,4,1457.766704,0,0,0,125.4262472
