time_index,train_1_on,train_2_on,train_3_on,train_4_on,train_1_flow_pct,train_2_flow_pct,train_3_flow_pct,train_4_flow_pct,on-peak
335,1,1,1,1,97.25329788,98.23392179,97.2666408,97.35805627,
336,1,1,1,1,97.25311862,98.12871779,97.36225448,97.31519127,
337,1,1,1,1,97.51014351,98.08930912,97.31562634,97.36044472,
338,1,1,1,1,97.28626443,98.09674333,97.21844619,97.4165509,
339,1,1,1,1,97.18920562,98.31621523,97.46001381,97.3865483,
340,1,1,1,1,97.33858371,98.42075375,97.3355914,97.52562179,
341,1,1,1,1,97.43244447,98.16634761,97.49042331,97.32946631,
342,1,1,1,1,97.4134355,98.07581819,97.0805716,97.24635724,
343,1,1,1,1,97.55204226,98.14004557,97.12318958,97.24186889,
344,1,1,1,1,97.44878899,98.2596061,97.43844085,97.43360275,
345,1,1,1,1,97.36289177,98.18615252,97.1587082,97.39988579,
346,1,1,1,1,97.28077023,98.21478857,97.41597362,97.26674125,
347,1,1,1,1,97.30732562,98.25780043,97.27645565,97.33757109,
348,1,1,1,1,97.29868926,98.22742057,97.42715756,97.39264011,
349,1,1,1,1,97.42454623,98.2263136,97.22445915,97.37082566,
350,1,1,1,1,97.34458954,98.18525286,97.40164608,97.31653707,
351,1,1,1,1,97.31146283,98.28268117,97.25998496,97.24397485,
352,1,1,1,1,97.2907837,98.26293829,97.30848273,97.35748398,
353,1,1,1,1,97.50351657,98.20087233,97.22345175,97.37056281,
354,1,1,1,1,97.49951437,98.26696245,97.33646391,97.38587741,
355,1,1,1,1,97.32717493,98.17869564,97.20893958,97.22448115,
356,1,1,1,1,97.34821592,98.12980736,97.35315522,97.25774233,
357,1,1,1,1,97.3824993,98.10677191,97.41576095,97.44008778,
358,1,1,1,1,97.35830703,98.14581752,97.21338887,97.3720391,
359,1,1,1,1,97.2709844,98.13828788,97.41097083,97.41047409,
360,0,1,1,1,0,98.09981746,97.3784403,97.36445983,
361,0,1,1,1,0,98.14566798,97.48637875,97.34050927,
362,0,1,1,1,0,98.05268228,97.35784574,97.3345979,
363,0,1,1,1,0,98.21116177,97.31716138,97.3349238,
364,0,1,1,1,0,98.21114821,97.33986311,97.30071868,
365,0,1,1,1,0,98.20529353,97.15985242,97.36103256,
366,0,1,1,1,0,97.56791824,97.29641827,97.37535325,
367,1,1,1,1,97.30504777,97.96449347,97.36695057,97.28961256,
368,1,1,1,1,97.33405869,98.10689969,97.33919595,97.45633157,
369,1,1,1,1,97.28519897,98.11682789,97.45797817,97.36304751,
370,1,1,1,1,97.48601658,98.16053534,97.32207947,97.3077655,
371,1,1,1,1,97.22020164,98.17249317,97.24938931,97.43029437,
372,1,1,1,1,97.32997116,98.22052964,97.3097669,97.37393358,
373,1,1,1,1,97.39609632,98.31969642,97.43066362,97.36997413,
374,1,1,1,1,97.41536348,98.38433229,97.27336194,97.32659998,
375,1,1,1,1,97.23181122,98.35165235,97.26446273,97.35175025,
376,1,1,1,1,97.22270689,97.49582336,97.3155721,97.37223795,
377,1,1,1,1,97.41670472,98.31099607,97.44624023,94.29668967,
378,1,1,1,1,97.25562029,96.88672773,97.19166631,89.86529872,
379,1,1,1,1,97.35455298,96.46012672,97.41806722,94.47787142,
380,1,1,1,1,97.24979603,98.3265094,97.42284484,94.36188895,
381,1,1,1,0,97.30437342,98.1216534,97.3840536,0,
382,1,1,1,0,97.49937966,98.07722193,97.36164263,0,
383,1,1,1,0,97.41084964,98.14703111,97.44110247,0,
384,1,1,1,0,97.42920161,98.13353302,97.1826817,0,
385,1,1,1,0,97.29219705,98.04631492,97.15260641,0,
386,1,1,1,0,97.41948681,98.09836264,97.44108826,0,
387,1,1,1,0,97.3049201,98.15964849,97.29496375,0,
388,1,1,1,0,97.39402434,98.19166775,97.24658679,0,
389,1,1,1,0,97.39017094,98.30258689,97.3178785,0,
390,1,1,1,0,97.4367096,97.55239075,97.39634466,0,
391,1,1,1,1,97.22448778,97.2714243,97.13093361,97.34898936,
392,1,1,1,1,97.49481618,97.36470106,97.43930675,97.32934629,
393,1,1,1,1,97.33801079,97.36025159,97.3229808,97.27238221,
394,1,1,1,1,97.45637402,97.30643195,97.39014264,97.33800423,
395,1,1,1,1,97.31324409,97.35211192,97.35830755,97.31372648,
396,1,1,1,1,97.46129244,97.23369894,97.21431154,97.450612,
397,1,1,1,1,97.39017757,97.31767936,97.28342453,97.29799372,
398,1,1,1,1,97.35552539,97.2869516,97.3949114,97.36492833,
399,1,1,1,1,97.20910251,97.28289939,97.21166437,97.23711221,
400,1,1,1,1,97.36929248,97.33612322,97.26464761,97.28427651,
401,1,1,1,1,97.39997102,97.32824636,97.37594213,97.3693212,
402,1,1,1,1,97.33561261,97.3644814,97.48808861,97.27761961,
403,1,1,1,1,97.44993053,97.27417791,97.13403547,97.35888926,
404,1,1,1,1,97.22213865,97.34225449,97.25443542,97.41207793,
405,1,1,1,1,97.40990588,97.38843241,97.19505182,97.40921041,
406,1,1,1,1,97.1667361,97.35614294,97.28566695,97.35854153,
407,1,1,1,1,97.32903467,97.34057287,97.33283808,97.26808857,
408,1,1,1,1,97.37289767,97.33005543,97.32960916,97.38462816,
409,1,1,1,1,97.40274599,97.34993288,97.41248221,96.76761224,
410,1,1,1,1,97.33940212,97.3128895,97.19725812,97.3684339,
411,1,1,1,1,97.13566773,97.3128466,97.13460301,97.42052961,
412,1,1,1,1,97.30790785,97.28548958,97.30565109,97.2596652,
413,1,1,1,1,97.48530682,97.2865966,97.28121732,97.18036835,
414,1,1,1,1,97.3719678,97.37210305,97.42158688,97.29944872,
415,1,1,1,1,97.39033387,97.38672182,97.37005914,97.38086702,
416,1,1,1,1,97.44368562,97.30672952,97.44480687,97.23784351,
417,1,1,1,1,97.30247157,97.35733522,97.25954461,97.34915256,
418,1,1,1,1,97.31591272,97.38253434,97.38257731,97.23095298,
419,1,1,1,1,97.26418613,97.33400872,97.28624905,97.38474207,
420,1,1,1,1,97.23285484,97.29981063,97.32389579,97.28978287,
421,1,1,1,1,97.25427897,97.34168006,97.24526634,97.20063656,
422,1,1,1,1,97.35143774,97.28795918,97.27308508,97.16915608,
423,1,1,1,1,97.43873951,97.37580725,97.346839,97.1450991,
424,1,1,1,1,97.31298869,97.38020698,97.26485268,97.25345607,
425,1,1,1,1,97.37462929,97.37514728,97.45052663,97.24324406,
426,1,1,1,1,97.3882686,97.35182111,97.32929605,97.40842991,
427,1,1,1,1,97.26864942,97.35426188,97.23039932,97.39320822,
428,1,1,1,1,97.31251662,97.31537274,97.40846938,97.39585647,
429,1,1,1,1,97.40435749,97.29741446,97.24930376,97.33459807,
430,1,1,1,1,97.35479471,97.35589449,97.26528564,97.35382918,
431,1,1,1,1,97.28945618,97.32535109,97.33483885,97.27488049,
432,1,1,1,1,97.29001696,97.32855867,97.19019706,97.25338478,
433,1,1,1,1,97.16780049,97.29863947,97.23445165,97.29695774,
434,1,1,1,1,97.25386736,97.32615281,97.37828381,97.18236973,
435,1,1,1,1,97.22029389,97.33972849,97.39550039,97.21258683,
436,1,1,1,1,97.28187036,97.36851188,97.38701289,96.94939026,
437,1,1,1,1,97.24664289,97.36152895,97.35495092,96.86830541,
438,1,1,1,1,97.332504,97.30594931,97.42305596,95.49574261,
439,1,1,1,1,97.32708224,97.32957321,97.26637876,86.32876665,
440,1,1,1,1,97.44230159,97.33772743,97.29802924,96.87765884,
441,1,1,1,1,97.53788499,97.33604545,97.34395765,96.4927214,
442,1,1,1,1,97.43109639,97.24146986,97.4058399,96.73909855,
443,1,1,1,1,97.50411282,97.30658067,97.30624709,96.76181495,
444,1,1,1,1,97.33048198,97.4572471,97.21994595,96.65730385,
445,1,1,1,1,97.27105535,97.34134657,97.35308427,96.56684459,
446,1,1,1,1,97.37316729,97.28387157,97.31010761,96.59718219,
447,1,1,1,1,97.51731921,97.33990642,97.30503339,96.97439876,
448,1,1,1,1,97.47047488,97.31194574,97.22360786,96.69046653,
449,1,1,1,1,97.45672909,97.32848054,97.43787344,96.7460821,
450,1,1,1,1,97.26594545,97.34873398,97.28326143,96.75376743,
451,1,1,1,1,97.50469496,97.36934229,97.48532085,96.81603259,
452,1,1,1,1,97.32094391,97.31462825,97.23276919,96.87876558,
453,1,1,1,1,97.36091151,97.33028285,97.51917163,96.80269831,
454,1,1,1,1,97.27605832,97.26678342,97.34304276,96.7978011,
455,1,1,1,1,97.41559757,97.36790871,97.31065421,96.90043816,
456,1,1,1,1,97.41794534,97.36593626,97.45410187,96.9156187,
457,1,1,1,1,97.49329823,97.31192165,97.34395388,97.02588792,
458,1,1,1,1,97.32603218,97.30218784,97.31991486,96.807488,
