Annual Production (AF),Number of Allowed Shutdowns,Total Water Production (m3),Total Cost ($),Total Energy Cost ($),Total Demand Cost ($),Total Feed Cost ($),Total Brine Cost ($),Total Chemical Cost ($),Total Electricity Cost ($),Total Replacement Cost ($),Degree of Flexibility,Levelized Cost of Water ($/m3)
2398,10,56388.90430040865,148904.51312256316,3492.072441241641,5287.823892768272,10272.519814514655,4291.834818999087,4008.2796281577935,8779.896334009914,1420.0413193151237,0.0718562874251497,2.640670446960326
1798,10,42292.226399718886,142505.5901197268,2685.6739628165246,4056.785925698804,7708.704399953207,3463.152389661652,3039.2909147149117,6742.459888515328,1414.9209780195163,0.03592814371257485,3.369545712085615
1191,10,28006.332369864824,136852.18124310207,1795.6766797196901,2651.174663313579,5102.722061643926,3562.368889133412,2188.256422409731,4446.85134303327,1420.0413193151237,0.0718562874251497,4.886472796072248
