Annual Production (AF),Number of Allowed Shutdowns,Total Water Production (m3),Total Cost ($),Total Energy Cost ($),Total Demand Cost ($),Total Feed Cost ($),Total Brine Cost ($),Total Chemical Cost ($),Total Electricity Cost ($),Total Replacement Cost ($),Degree of Flexibility,Levelized Cost of Water ($/m3)
12000,10,282179.671232577,237975.63378803944,19793.405782867165,10184.846736644591,51100.15085047972,15994.396781481795,19350.851109684467,29978.252519511756,1433.0057866247566,0.16167664670658682,0.8433479022374227
14000,10,329210.46374056325,256066.14769250085,23209.55166458715,11406.589456425912,59371.75842800792,18001.10136682904,22525.164249769092,34616.14112101306,1433.0057866247566,0.16167664670658682,0.7778189817632761
15000,10,352809.2041134376,266342.2130342847,25570.474362879624,12131.558460293587,63635.19130307733,19311.618858247308,24141.38752290512,37702.03282317321,1440.898719354024,0.2155688622754491,0.7549185506754765
16000,10,376239.5616438356,279542.1868576178,27786.28891180249,16122.05681076008,67830.9226454597,20512.59310282193,25738.34285989189,43908.34572256257,1422.6154123410724,0.08982035928143713,0.7429898802674141
