Annual Production (AF),Number of Allowed Shutdowns,Total Water Production (m3),Total Cost ($),Total Energy Cost ($),Total Demand Cost ($),Total Feed Cost ($),Total Brine Cost ($),Total Chemical Cost ($),Total Electricity Cost ($),Total Replacement Cost ($),Degree of Flexibility,Levelized Cost of Water ($/m3)
9000,10,211634.75342465745,211023.73897645765,13979.894891610695,10348.13449709893,38132.388004442786,12409.515456003963,14601.823600419544,24328.029388709627,1420.0413193151237,0.0718562874251497,0.997112882273292
4000,10,94059.89041096016,161889.29285442078,5971.52268782672,4341.270988571585,17071.6484018264,6365.968869862263,6586.899379452086,10312.793676398305,1414.9209780195163,0.03592814371257485,1.7211299327173883
5000,10,117574.86301369876,171622.56246224846,7165.549325918899,5351.681438290056,21410.810502291773,7925.0526824229955,8217.485986443011,12517.230764208954,1425.1988543731686,0.10778443113772455,1.4596875391830357
6000,10,141089.83561643935,180851.76336636438,9009.939880250684,6484.337182520342,25427.472602739657,8599.36997146055,9778.661202511421,15494.277062771027,1425.1988543731686,0.10778443113772455,1.281819931082917
7000,10,164604.80821917832,190504.7862835013,10032.604456728568,7026.568895739435,29909.13470319714,10545.884248082408,11438.611452872023,17059.173352468002,1435.6271386734606,0.17964071856287425,1.1573464247158325
8000,10,188119.7808217928,200232.66945339018,12151.17410664717,8506.161832463704,33895.45600393293,11134.198923839658,12993.696059625,20657.335939110875,1435.6271386734606,0.17964071856287425,1.0643892342351386
