,Day,Time,LMP,bypass_pretreatment_flow,power_from_grid,intake.op_mode,intake.startup,intake.shutdown,intake.energy_intensity,intake.power_consumption,intake.recovery,intake.feed_flowrate,intake.product_flowrate,intake.reject_flowrate,intake.feed_cost,intake.chemical_cost,pretreatment.op_mode,pretreatment.startup,pretreatment.shutdown,pretreatment.power_consumption,pretreatment.feed_flowrate,pretreatment.product_flowrate,pretreatment.reject_flowrate,pretreatment.inlet_flowrate,pretreatment.leftover_flow,pretreatment.uf_pumps[1].op_mode,pretreatment.uf_pumps[1].startup,pretreatment.uf_pumps[1].shutdown,pretreatment.uf_pumps[1].energy_intensity,pretreatment.uf_pumps[1].power_consumption,pretreatment.uf_pumps[1].recovery,pretreatment.uf_pumps[1].feed_flowrate,pretreatment.uf_pumps[1].product_flowrate,pretreatment.uf_pumps[1].reject_flowrate,pretreatment.uf_pumps[2].op_mode,pretreatment.uf_pumps[2].startup,pretreatment.uf_pumps[2].shutdown,pretreatment.uf_pumps[2].energy_intensity,pretreatment.uf_pumps[2].power_consumption,pretreatment.uf_pumps[2].recovery,pretreatment.uf_pumps[2].feed_flowrate,pretreatment.uf_pumps[2].product_flowrate,pretreatment.uf_pumps[2].reject_flowrate,pretreatment.uf_pumps[3].op_mode,pretreatment.uf_pumps[3].startup,pretreatment.uf_pumps[3].shutdown,pretreatment.uf_pumps[3].energy_intensity,pretreatment.uf_pumps[3].power_consumption,pretreatment.uf_pumps[3].recovery,pretreatment.uf_pumps[3].feed_flowrate,pretreatment.uf_pumps[3].product_flowrate,pretreatment.uf_pumps[3].reject_flowrate,reverse_osmosis.op_mode,reverse_osmosis.startup,reverse_osmosis.shutdown,reverse_osmosis.power_consumption,reverse_osmosis.feed_flowrate,reverse_osmosis.product_flowrate,reverse_osmosis.reject_flowrate,reverse_osmosis.inlet_flowrate,reverse_osmosis.leftover_flow,reverse_osmosis.ro_skid[1].op_mode,reverse_osmosis.ro_skid[1].startup,reverse_osmosis.ro_skid[1].shutdown,reverse_osmosis.ro_skid[1].energy_intensity,reverse_osmosis.ro_skid[1].power_consumption,reverse_osmosis.ro_skid[1].recovery,reverse_osmosis.ro_skid[1].feed_flowrate,reverse_osmosis.ro_skid[1].product_flowrate,reverse_osmosis.ro_skid[1].reject_flowrate,reverse_osmosis.ro_skid[2].op_mode,reverse_osmosis.ro_skid[2].startup,reverse_osmosis.ro_skid[2].shutdown,reverse_osmosis.ro_skid[2].energy_intensity,reverse_osmosis.ro_skid[2].power_consumption,reverse_osmosis.ro_skid[2].recovery,reverse_osmosis.ro_skid[2].feed_flowrate,reverse_osmosis.ro_skid[2].product_flowrate,reverse_osmosis.ro_skid[2].reject_flowrate,reverse_osmosis.ro_skid[3].op_mode,reverse_osmosis.ro_skid[3].startup,reverse_osmosis.ro_skid[3].shutdown,reverse_osmosis.ro_skid[3].energy_intensity,reverse_osmosis.ro_skid[3].power_consumption,reverse_osmosis.ro_skid[3].recovery,reverse_osmosis.ro_skid[3].feed_flowrate,reverse_osmosis.ro_skid[3].product_flowrate,reverse_osmosis.ro_skid[3].reject_flowrate,reverse_osmosis.ro_skid[4].op_mode,reverse_osmosis.ro_skid[4].startup,reverse_osmosis.ro_skid[4].shutdown,reverse_osmosis.ro_skid[4].energy_intensity,reverse_osmosis.ro_skid[4].power_consumption,reverse_osmosis.ro_skid[4].recovery,reverse_osmosis.ro_skid[4].feed_flowrate,reverse_osmosis.ro_skid[4].product_flowrate,reverse_osmosis.ro_skid[4].reject_flowrate,posttreatment.op_mode,posttreatment.startup,posttreatment.shutdown,posttreatment.energy_intensity,posttreatment.power_consumption,posttreatment.feed_flowrate,posttreatment.product_flowrate,posttreatment.reject_flowrate,posttreatment.chemical_cost,brine_discharge.op_mode,brine_discharge.startup,brine_discharge.shutdown,brine_discharge.feed_flowrate,brine_discharge.power_consumption,brine_discharge.brine_cost,num_skids_online,net_power_consumption,water_revenue,demand_response_revenue,emissions_cost,energy_cost
0,1,1,0.11506,0.0,1061.6978971820731,,,,0,0.0,1,1844.0954863732384,1844.0954863732384,-0.0,295.0552778197181,61.223970147591515,0.0,,,278.3444074344418,1844.0954863732384,1770.3316669183087,73.7638194549296,1844.0954863732384,0.0,1.0,0.0,0.0,0.1572238736782953,92.79287557738435,0.96,614.7873292505735,590.1958360805505,24.591493170023,1.0,0.0,0.0,0.157223873678481,92.792875576759,0.96,614.7873292457041,590.195836075876,24.59149316982814,1.0,0.0,0.0,0.15723405279165492,92.75865628029842,0.96,614.5208278769608,589.9399947618823,24.580833115078462,,,,618.1849913888874,1770.3316669183087,1635.3316669182555,134.99999999999557,1770.331666918251,5.775291356258094e-11,1.0,0.0,0.0,0.37806084526970835,206.1171986252215,0.9237541215149533,590.1958360781183,545.1958360781256,44.999999999992724,1.0,0.0,0.0,0.37806084526977235,206.11719862530282,0.9237541215149532,590.1958360782513,545.1958360782484,45.000000000002956,1.0,0.0,0.0,0.3779326093111514,205.95059413836302,0.9237210557013289,589.9399947618813,544.9399947618814,44.999999999999886,0.0,0.0,0.0,0.08724817754776787,0.0,0.8800000000000001,0.0,0.0,0.0,1.0,,,0.101,165.16849835874382,1635.3316669182555,1635.3316669182555,0.0,50.69528167446592,0.0,,,208.76381945498292,1.1368683772161603e-13,89.76844236564266,3.0,1061.6978971820731,0.0,0.0,0.0,122.15896004976933
1,1,2,0.11506,0.0,1061.6978971820731,,,,0,0.0,1,1844.0954863732384,1844.0954863732384,-0.0,295.0552778197181,61.223970147591515,0.0,,,278.344407434442,1844.0954863732384,1770.3316669183087,73.7638194549296,1844.0954863732384,0.0,1.0,0.0,0.0,0.1572238736782953,92.79287557738435,0.96,614.7873292505735,590.1958360805505,24.591493170023,1.0,0.0,0.0,0.157223873678481,92.792875576759,0.96,614.7873292457041,590.195836075876,24.59149316982814,1.0,0.0,0.0,0.15723405279165492,92.75865628029842,0.96,614.5208278769608,589.9399947618823,24.580833115078462,,,,618.1849913888874,1770.3316669183087,1635.3316669182555,134.99999999999557,1770.331666918251,5.775291356258094e-11,1.0,0.0,0.0,0.37806084526970835,206.1171986252215,0.9237541215149533,590.1958360781183,545.1958360781256,44.999999999992724,1.0,0.0,0.0,0.37806084526977235,206.11719862530282,0.9237541215149532,590.1958360782513,545.1958360782484,45.000000000002956,1.0,0.0,0.0,0.3779326093111514,205.95059413836302,0.9237210557013289,589.9399947618813,544.9399947618814,44.999999999999886,0.0,0.0,0.0,0.08724817754776787,0.0,0.8800000000000001,0.0,0.0,0.0,1.0,,,0.101,165.16849835874382,1635.3316669182555,1635.3316669182555,0.0,50.69528167446592,0.0,,,208.76381945498292,-1.1368683772161603e-13,89.76844236564266,3.0,1061.6978971820731,0.0,0.0,0.0,122.15896004976933
2,1,3,0.11506,0.0,1061.6978971820731,,,,0,0.0,1,1844.0954863732384,1844.0954863732384,-0.0,295.0552778197181,61.223970147591515,0.0,,,278.3444074344419,1844.0954863732384,1770.3316669183087,73.7638194549296,1844.0954863732384,0.0,1.0,0.0,0.0,0.1572238736782953,92.79287557738435,0.96,614.7873292505735,590.1958360805505,24.591493170023,1.0,0.0,0.0,0.157223873678481,92.792875576759,0.96,614.7873292457041,590.195836075876,24.59149316982814,1.0,0.0,0.0,0.15723405279165492,92.75865628029842,0.96,614.5208278769608,589.9399947618823,24.580833115078462,,,,618.1849913888874,1770.3316669183087,1635.3316669182555,134.99999999999557,1770.331666918251,5.775291356258094e-11,1.0,0.0,0.0,0.37806084526970835,206.1171986252215,0.9237541215149533,590.1958360781183,545.1958360781256,44.999999999992724,1.0,0.0,0.0,0.37806084526977235,206.11719862530282,0.9237541215149532,590.1958360782513,545.1958360782484,45.000000000002956,1.0,0.0,0.0,0.3779326093111514,205.95059413836302,0.9237210557013289,589.9399947618813,544.9399947618814,44.999999999999886,0.0,0.0,0.0,0.08724817754776787,0.0,0.8800000000000001,0.0,0.0,0.0,1.0,,,0.101,165.16849835874382,1635.3316669182555,1635.3316669182555,0.0,50.69528167446592,0.0,,,208.76381945498292,0.0,89.76844236564266,3.0,1061.6978971820731,0.0,0.0,0.0,122.15896004976933
3,1,4,0.11506,0.0,1061.6978971820704,,,,0,0.0,1,1844.0954863732384,1844.0954863732384,-0.0,295.0552778197181,61.223970147591515,0.0,,,278.3444074344419,1844.0954863732384,1770.3316669183087,73.7638194549296,1844.0954863732384,0.0,1.0,0.0,0.0,0.1572238736782953,92.79287557738435,0.96,614.7873292505735,590.1958360805505,24.591493170023,1.0,0.0,0.0,0.157223873678481,92.792875576759,0.96,614.7873292457041,590.195836075876,24.59149316982814,1.0,0.0,0.0,0.15723405279165492,92.75865628029842,0.96,614.5208278769608,589.9399947618823,24.580833115078462,,,,618.184991388885,1770.3316669183087,1635.3316669182518,134.99999999999523,1770.3316669182468,6.184563972055912e-11,1.0,0.0,0.0,0.37806084526970835,206.1171986252215,0.9237541215149533,590.1958360781183,545.1958360781256,44.999999999992724,1.0,0.0,0.0,0.37806084526977046,206.11719862530043,0.9237541215149532,590.1958360782473,545.1958360782447,45.000000000002615,1.0,0.0,0.0,0.3779326093111514,205.95059413836302,0.9237210557013289,589.9399947618813,544.9399947618814,44.999999999999886,0.0,0.0,0.0,0.08724817754776787,0.0,0.8800000000000001,0.0,0.0,0.0,1.0,,,0.101,165.16849835874345,1635.3316669182518,1635.3316669182518,0.0,50.695281674465804,0.0,,,208.76381945498667,2.842170943040401e-14,89.76844236564426,3.0,1061.6978971820704,0.0,0.0,0.0,122.15896004976902
4,1,5,0.11506,0.0,1061.6978971820704,,,,0,0.0,1,1844.0954863732384,1844.0954863732384,-0.0,295.0552778197181,61.223970147591515,0.0,,,278.3444074344419,1844.0954863732384,1770.3316669183087,73.7638194549296,1844.0954863732384,0.0,1.0,0.0,0.0,0.1572238736782953,92.79287557738435,0.96,614.7873292505735,590.1958360805505,24.591493170023,1.0,0.0,0.0,0.157223873678481,92.792875576759,0.96,614.7873292457041,590.195836075876,24.59149316982814,1.0,0.0,0.0,0.15723405279165492,92.75865628029842,0.96,614.5208278769608,589.9399947618823,24.580833115078462,,,,618.184991388885,1770.3316669183087,1635.3316669182518,134.99999999999523,1770.3316669182468,6.184563972055912e-11,1.0,0.0,0.0,0.37806084526970835,206.1171986252215,0.9237541215149533,590.1958360781183,545.1958360781256,44.999999999992724,1.0,0.0,0.0,0.37806084526977046,206.11719862530043,0.9237541215149532,590.1958360782473,545.1958360782447,45.000000000002615,1.0,0.0,0.0,0.3779326093111514,205.95059413836302,0.9237210557013289,589.9399947618813,544.9399947618814,44.999999999999886,0.0,0.0,0.0,0.08724817754776787,0.0,0.8800000000000001,0.0,0.0,0.0,1.0,,,0.101,165.16849835874345,1635.3316669182518,1635.3316669182518,0.0,50.695281674465804,0.0,,,208.76381945498667,2.842170943040401e-14,89.76844236564426,3.0,1061.6978971820704,0.0,0.0,0.0,122.15896004976902
5,1,6,0.11506,0.0,1061.6978971820704,,,,0,0.0,1,1844.0954863732384,1844.0954863732384,-0.0,295.0552778197181,61.223970147591515,0.0,,,278.3444074344419,1844.0954863732384,1770.3316669183087,73.7638194549296,1844.0954863732384,0.0,1.0,0.0,0.0,0.1572238736782953,92.79287557738435,0.96,614.7873292505735,590.1958360805505,24.591493170023,1.0,0.0,0.0,0.157223873678481,92.792875576759,0.96,614.7873292457041,590.195836075876,24.59149316982814,1.0,0.0,0.0,0.15723405279165492,92.75865628029842,0.96,614.5208278769608,589.9399947618823,24.580833115078462,,,,618.184991388885,1770.3316669183087,1635.3316669182518,134.99999999999523,1770.3316669182468,6.184563972055912e-11,1.0,0.0,0.0,0.37806084526970835,206.1171986252215,0.9237541215149533,590.1958360781183,545.1958360781256,44.999999999992724,1.0,0.0,0.0,0.37806084526977046,206.11719862530043,0.9237541215149532,590.1958360782473,545.1958360782447,45.000000000002615,1.0,0.0,0.0,0.3779326093111514,205.95059413836302,0.9237210557013289,589.9399947618813,544.9399947618814,44.999999999999886,0.0,0.0,0.0,0.08724817754776787,0.0,0.8800000000000001,0.0,0.0,0.0,1.0,,,0.101,165.16849835874345,1635.3316669182518,1635.3316669182518,0.0,50.695281674465804,0.0,,,208.76381945498667,2.842170943040401e-14,89.76844236564426,3.0,1061.6978971820704,0.0,0.0,0.0,122.15896004976902
6,1,7,0.11506,0.0,1061.6978971820674,,,,0,0.0,1,1844.095486373239,1844.095486373239,-0.0,295.05527781971824,61.22397014759154,0.0,,,278.3444074344419,1844.095486373239,1770.3316669183093,73.7638194549296,1844.095486373239,0.0,1.0,0.0,0.0,0.1572238736782953,92.79287557738435,0.96,614.7873292505735,590.1958360805505,24.591493170023,1.0,0.0,0.0,0.157223873678481,92.792875576759,0.96,614.7873292457041,590.195836075876,24.59149316982814,1.0,0.0,0.0,0.1572340527916549,92.75865628029851,0.96,614.5208278769613,589.9399947618829,24.580833115078462,,,,618.1849913888825,1770.3316669183093,1635.3316669182477,134.999999999995,1770.331666918243,6.639311322942376e-11,1.0,0.0,0.0,0.37806084526970835,206.1171986252215,0.9237541215149533,590.1958360781183,545.1958360781256,44.999999999992724,1.0,0.0,0.0,0.3780608452697685,206.11719862529793,0.9237541215149532,590.1958360782434,545.195836078241,45.00000000000239,1.0,0.0,0.0,0.3779326093111514,205.95059413836302,0.9237210557013289,589.9399947618813,544.9399947618814,44.999999999999886,0.0,0.0,0.0,0.08724817754776787,0.0,0.8800000000000001,0.0,0.0,0.0,1.0,,,0.101,165.16849835874302,1635.3316669182477,1635.3316669182477,0.0,50.695281674465676,0.0,,,208.763819454991,0.0,89.76844236564612,3.0,1061.6978971820674,0.0,0.0,0.0,122.15896004976868
7,1,8,0.11506,0.0,1061.6978971820677,,,,0,0.0,1,1844.095486373239,1844.095486373239,-0.0,295.05527781971824,61.22397014759154,0.0,,,278.344407434442,1844.095486373239,1770.3316669183093,73.7638194549296,1844.095486373239,0.0,1.0,0.0,0.0,0.1572238736782953,92.79287557738435,0.96,614.7873292505735,590.1958360805505,24.591493170023,1.0,0.0,0.0,0.157223873678481,92.792875576759,0.96,614.7873292457041,590.195836075876,24.59149316982814,1.0,0.0,0.0,0.1572340527916549,92.75865628029851,0.96,614.5208278769613,589.9399947618829,24.580833115078462,,,,618.1849913888825,1770.3316669183093,1635.3316669182477,134.999999999995,1770.331666918243,6.639311322942376e-11,1.0,0.0,0.0,0.37806084526970835,206.1171986252215,0.9237541215149533,590.1958360781183,545.1958360781256,44.999999999992724,1.0,0.0,0.0,0.3780608452697685,206.11719862529793,0.9237541215149532,590.1958360782434,545.195836078241,45.00000000000239,1.0,0.0,0.0,0.3779326093111514,205.95059413836302,0.9237210557013289,589.9399947618813,544.9399947618814,44.999999999999886,0.0,0.0,0.0,0.08724817754776787,0.0,0.8800000000000001,0.0,0.0,0.0,1.0,,,0.101,165.16849835874302,1635.3316669182477,1635.3316669182477,0.0,50.695281674465676,0.0,,,208.763819454991,1.1368683772161603e-13,89.76844236564612,3.0,1061.6978971820677,0.0,0.0,0.0,122.1589600497687
8,1,9,0.07074,0.0,1061.6978971820674,,,,0,0.0,1,1844.095486373239,1844.095486373239,-0.0,295.05527781971824,61.22397014759154,0.0,,,278.3444074344419,1844.095486373239,1770.3316669183093,73.7638194549296,1844.095486373239,0.0,1.0,0.0,0.0,0.1572238736782953,92.79287557738435,0.96,614.7873292505735,590.1958360805505,24.591493170023,1.0,0.0,0.0,0.157223873678481,92.792875576759,0.96,614.7873292457041,590.195836075876,24.59149316982814,1.0,0.0,0.0,0.1572340527916549,92.75865628029851,0.96,614.5208278769613,589.9399947618829,24.580833115078462,,,,618.1849913888825,1770.3316669183093,1635.3316669182477,134.999999999995,1770.331666918243,6.639311322942376e-11,1.0,0.0,0.0,0.37806084526970835,206.1171986252215,0.9237541215149533,590.1958360781183,545.1958360781256,44.999999999992724,1.0,0.0,0.0,0.3780608452697685,206.11719862529793,0.9237541215149532,590.1958360782434,545.195836078241,45.00000000000239,1.0,0.0,0.0,0.3779326093111514,205.95059413836302,0.9237210557013289,589.9399947618813,544.9399947618814,44.999999999999886,0.0,0.0,0.0,0.08724817754776787,0.0,0.8800000000000001,0.0,0.0,0.0,1.0,,,0.101,165.16849835874302,1635.3316669182477,1635.3316669182477,0.0,50.695281674465676,0.0,,,208.763819454991,0.0,89.76844236564612,3.0,1061.6978971820674,0.0,0.0,0.0,75.10450924665945
9,1,10,0.07074,0.0,1061.6978971820672,,,,0,0.0,1,1844.095486373239,1844.095486373239,-0.0,295.05527781971824,61.22397014759154,0.0,,,278.3444074344418,1844.095486373239,1770.3316669183093,73.7638194549296,1844.095486373239,0.0,1.0,0.0,0.0,0.1572238736782953,92.79287557738435,0.96,614.7873292505735,590.1958360805505,24.591493170023,1.0,0.0,0.0,0.157223873678481,92.792875576759,0.96,614.7873292457041,590.195836075876,24.59149316982814,1.0,0.0,0.0,0.1572340527916549,92.75865628029851,0.96,614.5208278769613,589.9399947618829,24.580833115078462,,,,618.1849913888825,1770.3316669183093,1635.3316669182477,134.999999999995,1770.331666918243,6.639311322942376e-11,1.0,0.0,0.0,0.37806084526970835,206.1171986252215,0.9237541215149533,590.1958360781183,545.1958360781256,44.999999999992724,1.0,0.0,0.0,0.3780608452697685,206.11719862529793,0.9237541215149532,590.1958360782434,545.195836078241,45.00000000000239,1.0,0.0,0.0,0.3779326093111514,205.95059413836302,0.9237210557013289,589.9399947618813,544.9399947618814,44.999999999999886,0.0,0.0,0.0,0.08724817754776787,0.0,0.8800000000000001,0.0,0.0,0.0,1.0,,,0.101,165.16849835874302,1635.3316669182477,1635.3316669182477,0.0,50.695281674465676,0.0,,,208.763819454991,-1.1368683772161603e-13,89.76844236564612,3.0,1061.6978971820672,0.0,0.0,0.0,75.10450924665943
