Annual Production (AF),Number of Allowed Shutdowns,Total Water Production (m3),Total Cost ($),Total Energy Cost ($),Total Demand Cost ($),Total Feed Cost ($),Total Brine Cost ($),Total Chemical Cost ($),Total Electricity Cost ($),Total Replacement Cost ($),Degree of Flexibility,Levelized Cost of Water ($/m3)
8000,10,188119.7808429158,201617.26775853118,13751.620935814924,9350.655694939898,33895.45600955532,10202.532263226163,12865.020328113149,23102.276630754823,1409.837429595494,0.0,1.0717494293005057
9000,10,279720.0,240480.10761852583,20374.446160710577,13853.958930933506,50400.0,15170.399999999954,19129.32000000006,34228.40509164408,1409.837429595494,0.0,0.8597172444534743
10000,10,279720.0,240480.10761852583,20374.446160710577,13853.958930933506,50400.0,15170.399999999954,19129.32000000006,34228.40509164408,1409.837429595494,0.0,0.8597172444534743
11000,10,279720.0,240480.10761852583,20374.446160710577,13853.958930933506,50400.0,15170.399999999954,19129.32000000006,34228.40509164408,1409.837429595494,0.0,0.8597172444534743
12000,10,282179.6712328764,241651.25272708706,20628.232174973615,14026.525144076773,50843.18400592369,15303.798385783013,19297.530489448236,34654.75731905039,1409.837429595494,0.0,0.8563737127883242
13000,10,372960.0138457404,280382.8326510336,27320.699397881217,18577.186526806618,67200.00249651216,20227.200755707767,25505.760947244136,45897.885924687835,1409.837429595494,0.0,0.7517771939138828
14000,10,372960.0138457404,280382.8326510336,27320.699397881217,18577.186526806618,67200.00249651216,20227.200755707767,25505.760947244136,45897.885924687835,1409.837429595494,0.0,0.7517771939138828
15000,10,372960.0138457404,280382.8326510336,27320.699397881217,18577.186526806618,67200.00249651216,20227.200755707767,25505.760947244136,45897.885924687835,1409.837429595494,0.0,0.7517771939138828
16000,10,376239.5616641239,281996.3613851259,27690.03736809781,18828.324302187597,67790.91201333619,20405.064520267264,25730.040654355296,46518.361670285405,1409.837429595494,0.0,0.74951278418953
