Annual Production (AF),Number of Allowed Shutdowns,Total Water Production (m3),Total Cost ($),Total Energy Cost ($),Total Demand Cost ($),Total Feed Cost ($),Total Brine Cost ($),Total Chemical Cost ($),Total Electricity Cost ($),Total Replacement Cost ($),Degree of Flexibility,Levelized Cost of Water ($/m3)
11000,6,258664.69863013708,229520.0634402477,18613.45082431632,11030.48989764322,46606.25287415423,14028.484188330955,17689.403128921258,29643.94072195954,1001.3044605247485,0.08982035928143713,0.8873265840130621
11000,7,258675.13615947677,229057.65757388686,18299.26209741166,10481.624771050554,46710.18421211151,14303.31152147451,17711.292444956915,28780.886868462214,1001.3044605247485,0.08982035928143713,0.8855031874136897
13000,6,305700.45324565546,248083.51953417598,21646.568822470992,11954.876927334306,55174.472940509295,16830.201131208945,20925.41718577071,33601.445749805294,1008.6177006503098,0.16167664670658682,0.8115248665817989
13000,7,305694.64383564657,247863.2397427195,21113.85013718105,11340.264044893713,55411.888555861355,17470.75364365539,20974.500834246286,32454.11418207476,1010.462733029548,0.17964071856287425,0.8108197011000968
