Annual Production (AF),Number of Allowed Shutdowns,Total Water Production (m3),Total Cost ($),Total Energy Cost ($),Total Demand Cost ($),Total Feed Cost ($),Total Brine Cost ($),Total Chemical Cost ($),Total Electricity Cost ($),Total Replacement Cost ($),Degree of Flexibility,Levelized Cost of Water ($/m3)
9000,10,211634.75342469182,205282.29276900517,12976.093825099513,5920.768101902701,38324.958904122694,11995.383082227636,14513.106328770897,18896.861927002214,1425.1988543731686,0.10778443113772455,0.9699838492833026
14000,10,329240.01762664964,250530.16702380538,20848.079847235673,8176.7344208997865,59388.99544590995,18034.717681425784,22529.657101452456,29024.81426813546,1446.2091568946407,0.25149700598802394,0.760934739433469
