,Day,Time,LMP,bypass_pretreatment_flow,excess_solar_power,power_from_grid,intake.op_mode,intake.startup,intake.shutdown,intake.energy_intensity,intake.power_consumption,intake.recovery,intake.feed_flowrate,intake.product_flowrate,intake.reject_flowrate,intake.feed_cost,intake.chemical_cost,pretreatment.op_mode,pretreatment.startup,pretreatment.shutdown,pretreatment.power_consumption,pretreatment.feed_flowrate,pretreatment.product_flowrate,pretreatment.reject_flowrate,pretreatment.inlet_flowrate,pretreatment.leftover_flow,pretreatment.uf_pumps[1].op_mode,pretreatment.uf_pumps[1].startup,pretreatment.uf_pumps[1].shutdown,pretreatment.uf_pumps[1].energy_intensity,pretreatment.uf_pumps[1].power_consumption,pretreatment.uf_pumps[1].recovery,pretreatment.uf_pumps[1].feed_flowrate,pretreatment.uf_pumps[1].product_flowrate,pretreatment.uf_pumps[1].reject_flowrate,pretreatment.uf_pumps[2].op_mode,pretreatment.uf_pumps[2].startup,pretreatment.uf_pumps[2].shutdown,pretreatment.uf_pumps[2].energy_intensity,pretreatment.uf_pumps[2].power_consumption,pretreatment.uf_pumps[2].recovery,pretreatment.uf_pumps[2].feed_flowrate,pretreatment.uf_pumps[2].product_flowrate,pretreatment.uf_pumps[2].reject_flowrate,pretreatment.uf_pumps[3].op_mode,pretreatment.uf_pumps[3].startup,pretreatment.uf_pumps[3].shutdown,pretreatment.uf_pumps[3].energy_intensity,pretreatment.uf_pumps[3].power_consumption,pretreatment.uf_pumps[3].recovery,pretreatment.uf_pumps[3].feed_flowrate,pretreatment.uf_pumps[3].product_flowrate,pretreatment.uf_pumps[3].reject_flowrate,reverse_osmosis.op_mode,reverse_osmosis.startup,reverse_osmosis.shutdown,reverse_osmosis.power_consumption,reverse_osmosis.feed_flowrate,reverse_osmosis.product_flowrate,reverse_osmosis.reject_flowrate,reverse_osmosis.inlet_flowrate,reverse_osmosis.leftover_flow,reverse_osmosis.ro_skid[1].op_mode,reverse_osmosis.ro_skid[1].startup,reverse_osmosis.ro_skid[1].shutdown,reverse_osmosis.ro_skid[1].energy_intensity,reverse_osmosis.ro_skid[1].power_consumption,reverse_osmosis.ro_skid[1].recovery,reverse_osmosis.ro_skid[1].feed_flowrate,reverse_osmosis.ro_skid[1].product_flowrate,reverse_osmosis.ro_skid[1].reject_flowrate,reverse_osmosis.ro_skid[2].op_mode,reverse_osmosis.ro_skid[2].startup,reverse_osmosis.ro_skid[2].shutdown,reverse_osmosis.ro_skid[2].energy_intensity,reverse_osmosis.ro_skid[2].power_consumption,reverse_osmosis.ro_skid[2].recovery,reverse_osmosis.ro_skid[2].feed_flowrate,reverse_osmosis.ro_skid[2].product_flowrate,reverse_osmosis.ro_skid[2].reject_flowrate,reverse_osmosis.ro_skid[3].op_mode,reverse_osmosis.ro_skid[3].startup,reverse_osmosis.ro_skid[3].shutdown,reverse_osmosis.ro_skid[3].energy_intensity,reverse_osmosis.ro_skid[3].power_consumption,reverse_osmosis.ro_skid[3].recovery,reverse_osmosis.ro_skid[3].feed_flowrate,reverse_osmosis.ro_skid[3].product_flowrate,reverse_osmosis.ro_skid[3].reject_flowrate,reverse_osmosis.ro_skid[4].op_mode,reverse_osmosis.ro_skid[4].startup,reverse_osmosis.ro_skid[4].shutdown,reverse_osmosis.ro_skid[4].energy_intensity,reverse_osmosis.ro_skid[4].power_consumption,reverse_osmosis.ro_skid[4].recovery,reverse_osmosis.ro_skid[4].feed_flowrate,reverse_osmosis.ro_skid[4].product_flowrate,reverse_osmosis.ro_skid[4].reject_flowrate,posttreatment.op_mode,posttreatment.startup,posttreatment.shutdown,posttreatment.energy_intensity,posttreatment.power_consumption,posttreatment.feed_flowrate,posttreatment.product_flowrate,posttreatment.reject_flowrate,posttreatment.chemical_cost,brine_discharge.op_mode,brine_discharge.startup,brine_discharge.shutdown,brine_discharge.feed_flowrate,brine_discharge.power_consumption,brine_discharge.brine_cost,power_generation.op_mode,power_generation.startup,power_generation.shutdown,power_generation.power_utilized,power_generation.power_curtailed,num_skids_online,net_power_consumption,water_revenue,demand_response_revenue,emissions_cost,energy_cost
0,1,1,0.1016,0.0,0.0,1091.2591614175349,,,,0,0.0,1,1815.960106888027,1815.960106888027,-0.0,290.55361710208433,60.2898755486825,0.0,,,302.51871575871394,1815.9601068880272,1815.9600446660306,6.22219965862314e-05,1815.9601068880272,0.0,1.0,0.0,0.0,0.166590542976579,151.26363139870367,0.9999999657366463,907.9965397721846,907.996508661178,3.111100659225485e-05,1.0,0.0,0.0,0.16658717928866462,151.25508436001027,0.9999999657354203,907.9635671158426,907.9635360048526,3.1110989993976546e-05,-0.0,0.0,0.0,0.271,0.0,0.0,0.0,0.0,0.0,,,,647.4131465264419,1815.9600446660306,1679.7629159641501,136.19711365629792,1815.960029620448,1.5045582586026285e-05,1.0,0,0,0.3854276045916789,215.81485842123163,0.9249999386375021,605.3364449078875,559.9361743948397,45.40027051304787,1.0,0,0,0.3854193584864983,215.80438152910662,0.9249999386358937,605.3200090385501,559.9209712157375,45.3990378228126,1.0,0,0,0.38541111380193976,215.7939065761036,0.924999938634285,605.3035756740103,559.9057703535728,45.39780532043744,-0.0,0,0,0.19992099860163165,0.0,0.9051316701949487,0.0,0.0,0.0,1.0,,,0.101,169.65605451237917,1679.7629159641501,1679.7629159641501,0.0,52.072650394888655,0.0,,,136.19719092387712,0.0,58.56479209726715,,,,28.32875538,0.0,3.0,1091.2591614175349,0.0,-0.0,0.0,110.87193080002154
1,1,2,0.1016,0.0,0.0,1092.1520932174665,,,,0,0.0,1,1815.960106888027,1815.960106888027,-0.0,290.55361710208433,60.2898755486825,0.0,,,302.51871575871337,1815.9601068880272,1815.960044666027,6.222200011052337e-05,1815.9601068880272,0.0,1.0,0.0,0.0,0.166590542976579,151.26363139870338,0.9999999657366444,907.9965397721846,907.9965086611763,3.111100829755742e-05,1.0,0.0,0.0,0.16658717928866462,151.25508436000996,0.9999999657354183,907.9635671158426,907.9635360048508,3.111099181296595e-05,-0.0,0.0,0.0,0.271,0.0,0.0,0.0,0.0,0.0,,,,647.4131465263843,1815.960044666027,1679.7629159640471,136.1971136564008,1815.960029620448,1.5045578948047478e-05,1.0,0,0,0.3854276045916686,215.81485842121262,0.9249999386374453,605.3364449078875,559.9361743948053,45.400270513082205,1.0,0,0,0.3854193584864873,215.80438152908727,0.9249999386358372,605.3200090385501,559.9209712157033,45.39903782284682,1.0,0,0,0.38541111380192905,215.7939065760844,0.9249999386342284,605.3035756740103,559.9057703535385,45.397805320471775,0.0,0,0,0.1999209986016317,0.0,0.9051316701949491,0.0,0.0,0.0,1.0,,,0.101,169.65605451236877,1679.7629159640471,1679.7629159640471,0.0,52.07265039488546,0.0,,,136.19719092397986,0.0,58.56479209731134,,,,27.43582358,0.0,3.0,1092.1520932174662,0.0,-0.0,0.0,110.96265267089458
2,1,3,0.1016,0.0,0.0,1093.0016486673273,,,,0,0.0,1,1815.960106888027,1815.960106888027,-0.0,290.55361710208433,60.2898755486825,0.0,,,302.5187157587122,1815.9601068880272,1815.9600446660202,6.22220071591073e-05,1815.9601068880272,0.0,1.0,0.0,0.0,0.166590542976579,151.26363139870278,0.9999999657366405,907.9965397721846,907.9965086611728,3.111101182184939e-05,1.0,0.0,0.0,0.16658717928866462,151.2550843600094,0.9999999657354144,907.9635671158426,907.9635360048472,3.111099533725792e-05,-0.0,0.0,0.0,0.271,0.0,0.0,0.0,0.0,0.0,,,,647.4131465262676,1815.9600446660202,1679.7629159638386,136.19711365660908,1815.960029620448,1.5045572126837214e-05,1.0,0,0,0.38542760459164654,215.81485842117343,0.9249999386373303,605.3364449078875,559.9361743947356,45.400270513151895,1.0,0,0,0.3854193584864658,215.80438152904838,0.9249999386357222,605.3200090385501,559.9209712156336,45.39903782291651,1.0,0,0,0.38541111380190746,215.79390657604574,0.9249999386341144,605.3035756740103,559.9057703534696,45.39780532054067,0.0,0,0,0.19992099860163165,0.0,0.9051316701949487,0.0,0.0,0.0,1.0,,,0.101,169.6560545123477,1679.7629159638386,1679.7629159638386,0.0,52.072650394879,0.0,,,136.19719092418836,0.0,58.564792097400996,,,,26.58626813,0.0,3.0,1093.0016486673276,0.0,-0.0,0.0,111.04896750460045
3,1,4,0.1016,0.0,0.0,1094.5548619875317,,,,0,0.0,1,1815.960106888027,1815.960106888027,-0.0,290.55361710208433,60.2898755486825,0.0,,,302.51871523479986,1815.9601068880272,1815.9600415210784,6.536694900205475e-05,1815.9601068880272,0.0,1.0,0.0,0.0,0.166590542976579,151.26363113672554,0.9999999640047158,907.9965397721846,907.9965070885911,3.268359353114647e-05,1.0,0.0,0.0,0.16658717928866462,151.25508409807435,0.9999999640036707,907.9635671158426,907.9635344324871,3.268335547090828e-05,-0.0,0.0,0.0,0.271,0.0,0.0,0.0,0.0,0.0,,,,646.9855120884966,1815.9600415210784,1678.9994633092595,136.9605663111871,1815.9600296204467,1.190063164813182e-05,1.0,0,0,0.38534762236945747,215.67133862911916,0.9245766652376919,605.3364449078875,559.6799515797744,45.65649332811313,1.0,0,0,0.38533991556388686,215.66183711214728,0.9245795270892612,605.3200090385501,559.6664876945299,45.65352134402019,1.0,0,0,0.38533220957591174,215.65233634723015,0.924582385643069,605.303575674009,559.6530240349553,45.65055163905379,0.0,0,0,0.1999209986016317,0.0,0.9051316701949491,0.0,0.0,0.0,1.0,,,0.101,169.5789457942352,1678.9994633092595,1678.9994633092595,0.0,52.048983362587045,0.0,,,136.96064357876776,0.0,58.89307673887013,,,,24.52831113,0.0,3.0,1094.5548619875317,0.0,-0.0,0.0,111.20677397793321
4,1,5,0.1016,0.0,0.0,1088.256865657623,,,,0,0.0,1,1815.960106888027,1815.960106888027,-0.0,290.55361710208433,60.2898755486825,0.0,,,302.5187157587146,1815.9601068880272,1815.9600446660347,6.22219923798184e-05,1815.9601068880272,0.0,1.0,0.0,0.0,0.166590542976579,151.263631398704,0.9999999657366487,907.9965397721846,907.9965086611802,3.1111004432204936e-05,1.0,0.0,0.0,0.16658717928866462,151.2550843600106,0.9999999657354226,907.9635671158426,907.9635360048546,3.1110987947613467e-05,-0.0,0.0,0.0,0.271,0.0,0.0,0.0,0.0,0.0,,,,647.4131465265158,1815.9600446660347,1679.7629159642815,136.19711365616627,1815.960029620448,1.5045586678752443e-05,1.0,0,0,0.385427604591693,215.81485842125636,0.9249999386375742,605.3364449078875,559.9361743948833,45.400270513004216,1.0,0,0,0.385419358486512,215.80438152913112,0.924999938635966,605.3200090385501,559.9209712157812,45.399037822768946,1.0,0,0,0.38541111380195336,215.7939065761283,0.9249999386343583,605.3035756740103,559.9057703536172,45.397805320393104,0.0,0,0,0.1999209986016317,0.0,0.9051316701949491,0.0,0.0,0.0,1.0,,,0.101,169.65605451239244,1679.7629159642815,1679.7629159642815,0.0,52.072650394892726,0.0,,,136.19719092374532,0.0,58.564792097210486,,,,31.331051139999996,0.0,3.0,1088.256865657623,0.0,-0.0,0.0,110.56689755081449
5,1,6,0.1016,0.0,0.0,1069.6026163476954,,,,0,0.0,1,1815.960106888027,1815.960106888027,-0.0,290.55361710208433,60.2898755486825,0.0,,,302.51871575871525,1815.9601068880272,1815.9600446660384,6.22219887418396e-05,1815.9601068880272,0.0,1.0,0.0,0.0,0.166590542976579,151.26363139870432,0.9999999657366507,907.9965397721846,907.996508661182,3.111100261321553e-05,1.0,0.0,0.0,0.16658717928866462,151.25508436001093,0.9999999657354246,907.9635671158426,907.9635360048565,3.111098612862406e-05,-0.0,0.0,0.0,0.271,0.0,0.0,0.0,0.0,0.0,,,,647.4131465265766,1815.9600446660384,1679.7629159643902,136.1971136560577,1815.960029620448,1.504559031673125e-05,1.0,0,0,0.3854276045917043,215.8148584212767,0.9249999386376345,605.3364449078875,559.9361743949198,45.40027051296772,1.0,0,0,0.38541935848652353,215.80438152915156,0.9249999386360257,605.3200090385501,559.9209712158174,45.39903782273268,1.0,0,0,0.3854111138019645,215.79390657614837,0.9249999386344174,605.3035756740103,559.905770353653,45.39780532035729,0.0,0,0,0.19992099860163165,0.0,0.9051316701949487,0.0,0.0,0.0,1.0,,,0.101,169.65605451240341,1679.7629159643902,1679.7629159643902,0.0,52.072650394896094,0.0,,,136.19719092363678,0.0,58.56479209716381,,,,49.98530045,0.0,3.0,1069.6026163476952,0.0,-0.0,0.0,108.67162582092585
6,1,7,0.1016,0.0,0.0,1073.70238586769,,,,0,0.0,1,1815.960106888027,1815.960106888027,-0.0,290.55361710208433,60.2898755486825,0.0,,,302.5187157587152,1815.9601068880272,1815.9600446660384,6.222198896921327e-05,1815.9601068880272,0.0,1.0,0.0,0.0,0.166590542976579,151.2636313987043,0.9999999657366506,907.9965397721846,907.9965086611819,3.111100272690237e-05,1.0,0.0,0.0,0.16658717928866462,151.2550843600109,0.9999999657354245,907.9635671158426,907.9635360048563,3.11109862423109e-05,-0.0,0.0,-0.0,0.271,0.0,0.0,0.0,0.0,0.0,,,,647.4131465265722,1815.9600446660384,1679.762915964382,136.19711365606463,1815.9600296204467,1.5045591567286465e-05,1.0,0,0,0.38542760459170333,215.81485842127515,0.92499993863763,605.3364449078875,559.9361743949171,45.40027051297045,1.0,0,0,0.38541935848652265,215.8043815291498,0.9249999386360223,605.3200090385488,559.9209712158141,45.399037822734726,1.0,0,0,0.385411113801964,215.79390657614726,0.924999938634414,605.3035756740103,559.9057703536508,45.39780532035945,0.0,0,0,0.19992099860163165,0.0,0.9051316701949487,0.0,0.0,0.0,1.0,,,0.101,169.6560545124026,1679.762915964382,1679.762915964382,0.0,52.072650394895845,0.0,,,136.19719092364517,0.0,58.56479209716742,,,,45.88553093,0.0,3.0,1073.70238586769,0.0,-0.0,0.0,109.0881624041573
7,1,8,0.1016,0.0,0.0,1068.6183704076975,,,,0,0.0,1,1815.960106888027,1815.960106888027,-0.0,290.55361710208433,60.2898755486825,0.0,,,302.51871575871525,1815.9601068880272,1815.9600446660384,6.222198862815276e-05,1815.9601068880272,0.0,1.0,0.0,0.0,0.166590542976579,151.26363139870432,0.9999999657366507,907.9965397721846,907.996508661182,3.111100261321553e-05,1.0,0.0,0.0,0.16658717928866462,151.25508436001093,0.9999999657354247,907.9635671158426,907.9635360048566,3.1110986014937225e-05,-0.0,0.0,-0.0,0.271,0.0,0.0,0.0,0.0,0.0,,,,647.4131465265784,1815.9600446660384,1679.7629159643939,136.19711365605679,1815.9600296204503,1.5045588156681333e-05,1.0,0,0,0.38542760459170455,215.81485842127702,0.9249999386376352,605.3364449078875,559.9361743949202,45.40027051296738,1.0,0,0,0.3854193584865234,215.80438152915207,0.9249999386360264,605.3200090385513,559.9209712158189,45.39903782273245,1.0,0,0,0.385411113801965,215.7939065761493,0.9249999386344182,605.3035756740117,559.9057703536547,45.39780532035695,0.0,0,0,0.19992099860163165,0.0,0.9051316701949487,0.0,0.0,0.0,1.0,,,0.101,169.65605451240378,1679.7629159643939,1679.7629159643939,0.0,52.07265039489621,0.0,,,136.1971909236336,0.0,58.56479209716244,,,,50.96954639,0.0,3.0,1068.6183704076973,0.0,-0.0,0.0,108.57162643342207
8,1,9,0.1016,0.0,0.0,1057.576550577703,,,,0,0.0,1,1815.960106888027,1815.960106888027,-0.0,290.55361710208433,60.2898755486825,0.0,,,302.5187157587153,1815.9601068880272,1815.9600446660388,6.222198828709224e-05,1815.9601068880272,0.0,1.0,0.0,0.0,0.166590542976579,151.26363139870435,0.999999965736651,907.9965397721846,907.9965086611822,3.111100238584186e-05,1.0,0.0,0.0,0.16658717928866462,151.25508436001095,0.9999999657354248,907.9635671158426,907.9635360048567,3.111098590125039e-05,-0.0,0.0,-0.0,0.271,0.0,0.0,0.0,0.0,0.0,,,,647.4131465265832,1815.9600446660388,1679.762915964402,136.19711365604587,1815.960029620448,1.50455907714786e-05,1.0,0,0,0.3854276045917053,215.81485842127867,0.9249999386376405,605.3364449078875,559.9361743949235,45.400270512964084,1.0,0,0,0.38541935848652453,215.8043815291536,0.9249999386360321,605.3200090385501,559.9209712158213,45.399037822728815,1.0,0,0,0.3854111138019661,215.7939065761509,0.9249999386344245,605.3035756740103,559.9057703536573,45.39780532035297,0.0,0,0,0.1999209986016317,0.0,0.9051316701949491,0.0,0.0,0.0,1.0,,,0.101,169.6560545124046,1679.762915964402,1679.762915964402,0.0,52.07265039489646,0.0,,,136.19719092362493,0.0,58.564792097158715,,,,62.01136622,0.0,3.0,1057.5765505777033,0.0,0.0,0.0,107.44977753869463
9,1,10,0.1016,0.0,0.0,1066.3636335076974,,,,0,0.0,1,1815.960106888027,1815.960106888027,-0.0,290.55361710208433,60.2898755486825,0.0,,,302.51871575871525,1815.9601068880272,1815.9600446660388,6.222198862815276e-05,1815.9601068880272,0.0,1.0,0.0,0.0,0.166590542976579,151.26363139870432,0.9999999657366507,907.9965397721846,907.996508661182,3.111100261321553e-05,1.0,0.0,0.0,0.16658717928866462,151.25508436001093,0.9999999657354247,907.9635671158426,907.9635360048566,3.1110986014937225e-05,-0.0,0.0,-0.0,0.271,0.0,0.0,0.0,0.0,0.0,,,,647.4131465265784,1815.9600446660388,1679.7629159643934,136.19711365605315,1815.9600296204467,1.5045592022033816e-05,1.0,0,0,0.3854276045917045,215.81485842127725,0.9249999386376362,605.3364449078875,559.9361743949208,45.4002705129667,1.0,0,0,0.3854193584865238,215.80438152915193,0.9249999386360286,605.3200090385488,559.920971215818,45.39903782273086,1.0,0,0,0.3854111138019649,215.79390657614925,0.9249999386344203,605.3035756740103,559.9057703536547,45.39780532035559,0.0,0,0,0.1999209986016317,0.0,0.9051316701949491,0.0,0.0,0.0,1.0,,,0.101,169.65605451240376,1679.7629159643934,1679.7629159643934,0.0,52.07265039489619,0.0,,,136.1971909236338,0.0,58.56479209716253,,,,53.22428329,0.0,3.0,1066.3636335076974,0.0,-0.0,0.0,108.34254516438205
